Count,NewDate,Model,Rating,HelpfulYes,Helpfultotal,Date,UserID,Title,Review,,,
313,XX,B0014J07R2,1,2,2,18-Oct-10,AET9XC1ZH7ZS2,"Unreliable, multiple issues, bad support","I am an advanced computer tech with my own onsite service business. I first purchased this product Jan.'09. Within a few months I began having speed/dropped connection issues. I finally got fed up with it and opened a tech support chat session. After multiple sessions, during which the procedure caused the connection to be completely lost, they agreed to replace the unit. The replacement worked fine for a few months. Then I tried setting the Access Restrictions and they would only stay set for 1 day. Again, after multiple tech support chat sessions and upgrading the firmware, the problem was not resolved. The final time I contacted tech support, they said they could no longer provide support as the unit was now out of warranty. After several calls and almost 2 hrs. and multiple elevations, they agreed to send a 1 time replacement of a refurbished device with no more tech support. I thought that when linksys was bought by Cisco that service would improve. Not so! DON'T BUY LINKSYS/CISCO HOME PRODUCTS!!!!! Spend a few extra bucks and get better quality of both equipment and service.",,,
314,XX,B0014J07R2,4,1,1,15-Oct-10,AJ5EDBDFT5WD3,Very Nice Router,"This router is looks great and works pretty well too. I bought this product when my old router fell out of date and no longer functioned with my computer. So far I have had no problems. The set up was easy and the software walked me through it very quickly. I use the router for my computer and gaming console and so far the connection works fine with no consistent lag. This router also looks very slick with a stream lined look and feel to it. However, I will say that Link-Sys customer support is pretty bad. They helped me before my old-router died on me and everything went pretty well. After my old rig became out of date though, they told me that my free technical support time had ended and asked me to pay 30 dollars for a one year extension on it. That's only slightly less than I payed for the new router. Everything else is great though and I would recommend this router to anyone who needs one. Just keep in mind that eventually Link-Sys won't help you with your problems.",,,
315,XX,B0014J07R2,2,2,2,14-Oct-10,A10PBLXI3FH0N7,Great features - extremely unreliable,"So disappointing!  The router has every feature you could think of!  I wish it worked!  Here is my take on what happened.  After a day or so, its services like web interface and DHCP server would crash.  Once DHCP session expires, you can't renew it and you can't login to manage the router.  The only thing you can do at this point is reboot it.  I checked for updates, but there was no hint that this problem was ever fixed.  There was a limit on how much time I was willing to troubleshoot it, so I returned it.",,,
316,XX,B0014J07R2,5,0,0,14-Oct-10,A9CNXMMR4JE4J,Perfect router with easy set up,Very easy to set up!! I mean very very easy.  The CD walks you thru the steps and at the end you are done and online.,,,
317,XX,B0014J07R2,3,0,0,13-Oct-10,APK1REB19EO25,Can't get internet to work,"Well it looks nice but to date neither my son nor I can get it to work. I need to find the time and I am not sure who I should call, my ISP or Linksys. The LAN sets up but it can't find the internet. It will probably be a great router when we get it running!",,,
318,XX,B0014J07R2,4,0,0,13-Oct-10,A325Y1L27FUN2U,Wireless is great but difficult to install,This wireless router is great but getting it to connect was a project. It touts that it is easy to install but the directions weren't helpful beyond getting it uploaded to your computer.,,,
319,XX,B0014J07R2,5,0,0,11-Oct-10,A3VIQN8YBRFMB8,Great for the price,I bought this router used and it works perfectly. We have a 1300 sq ft condo and we have full reception throughout the house. The installation was kind of hit or miss but that was probably my fault.,,,
320,XX,B0014J07R2,1,2,2,11-Oct-10,AJUTWP6JWCFIF,Don't buy!!!,"After a year and a month my router just stopped working.  Prior to this, it would lose a signal but then regain it.  I'm writing this review to inform potential buyers that Linksys is not a good company!!!  When I called them to troubleshoot the problem they REFUSED to even go over any basics.  They wanted to charge me $30!!!  That's the price of a brand new router!  They were rude and unfriendly.  Awful company.  Needless to say, I bought a new router from a different company.  BUYER BEWARE!!",,,
321,XX,B0014J07R2,1,1,2,10-Oct-10,A22M1Q36IS2MEB,Not a 15 min. installation,"Since I am not technically smart, I had a week's worth of agonizing over this installation, Had to make 2 calls to Linksys-two calls to TWC -My ISP #'s weren't the same, etc. etc.  Now I have to reboot almost everyday--since I lose the connection. Dont know if that's the fault of Linksys or TWC or ME!!  Not happy, still looking for a better solution.",,,
322,XX,B0014J07R2,4,1,1,9-Oct-10,AKW0F7FCIWXBM,Cheap and reliable,"I'd recommend this for anyone looking for an inexpensive and reliable wireless router.  For the money, you can't complain with the features.",,,
323,XX,B0014J07R2,5,0,1,8-Oct-10,A34ZB5V02W8HG7,Works great except annoying software,"The router works great. I just didn't like the software Cisco provided. After mandatory installation, I had to uninstall it. Troublesome.",,,
324,XX,B0014J07R2,2,1,1,8-Oct-10,AA045E1DFI68X,Defective unit,"Oct 08, 2010Unit was defective.  Amazon sent me the earliest version of this item.  Linksys support asks me stupid questions as if I was dumb.  Finally agreed to replace it for me, but I had to pay to send the defective unit to them, and give a credit hold on the 'REFURBISHED' one they sent me..  So I ended up paying for a new item from Amazon, then payed to ship it back to linksys, only to receive a working/used refurbished one.  Quite disappointed, be careful buying these online when you can buy one locally and take it back if it doesn't work.***Update Nov 28, 2012***Guess these are selling for 2 bucks on ebay lately, would be silly to buy them new on here for $50! Its no wonder why they are so cheap, product was garbage to begin with.  After working half way decent for a few months, the last year of its life it just kept getting disconnected every few hours, highly annoying.  I trashed it and got a new medialink one, and it works fine.  Truly was a mistake buying this product in the first place.",,,
325,XX,B0014J07R2,1,0,1,6-Oct-10,A3PQJX5F4XG4DM,DO NOT BUY THIS PRODUCT,"I bought a linksys router last year April 2009. I used it for about 1yr and my internet provider, AT&T just upgraded my modem and all of a sudden my router stopped working. I called the Linksys office to fix my router but I was asked to pay $39.99 for the trouble shooting or buy a new router. I thought that was ridiculous. Why fix something that is not broken?  There is nothing wrong with my router, they need to just configure it from there computer or wherever, but the guy wanted me to buy a new one. I was very upset because if i bought a new router now, when next AT&T decides to upgrade my modem, would they make me buy another router or pay $39.99 whenever there product isn't working? I truly think it is ridiculous.",,,
326,XX,B0014J07R2,5,0,1,4-Oct-10,A1YZOGHD61MVRO,Good for the price,The router arrived in time and was really easy to install. Till  now it woks perfectly fine. Great for the price!,,,
327,XX,B0014J07R2,1,0,1,4-Oct-10,A2K451LF5FFXHB,Need to unplug and plug in the power supplier every several hours for regetting the wireless,"Although as people said before, this one is easy to install, I find this one is really unstable.Last few weeks I and both of my roommates sometimes cannot open the web page for several minutes or even hours every day. We do not know what the problem is but think this is from a bad service from the wireless company. All of us haven't tried to think this is a problem from the new router which I purchased just in this September!! The causation was found one day after we have a two-day weekend without internet, one of my roommates found that she can have internet when she directly connect her laptop with the modem using a cable. So it must be a problem with the router. Every indicator light on the router looks good, so the router seems good, but actually it is not!! It's no use if you press the refresh button on the upper face of the router. The only way for you to regain the wireless is to unplug and plug in the power plug of the router or find a tiny rod to press the reset button in the back side of the router! So now I and my roommates need to repeat this silly thing every day when our computer cannot open web pages. That is at least once a day!",,,
328,XX,B0014J07R2,5,0,1,3-Oct-10,A28Y4CYO82EAAO,Good value for money,Out of the package and into operation with no hitches or glitches. I am sticking with CISCO.,,,
329,XX,B0014J07R2,5,0,1,1-Oct-10,AX0ZTPK7AODW2,My college kid installed this in her apartment without my help,I paid about half of what I would have paid at a regular store and the router works as well as the full price one we have at home.  It drops out every now and then but that may also be e cable service or her aging computer,,,
330,XX,B0014J07R2,5,1,1,1-Oct-10,A15AUN8GDDFVYN,Excellent router regardless of price,"This was the easiest and most straightforward installation of an IT product I have every owned [with possible exception of a new mouse].  Very reliable, no issues with speed; used with 2 laptops but no printer.  Comes with some nice network management software which facilitates sharing printer but could not get it to work with files.  Cisco has done a really great job improving the old LinkSys technology they bought into which was a bear to install and eventually died. Will install this one for a friend soon.  Recommended.",,,
331,XX,B0014J07R2,5,0,1,30-Sep-10,A2265D1MIL1LQL,Linksys is always the best,"For wireless routers, I will always use Linksys. Their customer service is always reliable and great! Since this router is an upgrade from the older model with the antenna looking things sticking out, it's much better looking. Smaller and sleeker. I like it!",,,
332,XX,B0014J07R2,1,0,1,30-Sep-10,A36MUF9J9A1BFC,Beautiful BUT!,"I had it in 2008. Then I switched to other two routers because I have two friends came to stay with us for awhile. Their routers worked fine.The first time, it worked but I couldn't go to some specific websites. I called customer service but their answers did not help. For the second and third times. I couldn't set it up. It said local connection all the time. I searched the internet and found this issue with too many causes and solutions. After tried some with no succeed, my another friend is now lending me her old but working router.",,,
333,XX,B0014J07R2,4,1,1,25-Sep-10,A2W2ODLRQ2L8LE,Nice Router - Range Planning Required,"This router is really easy to set up and comes with software that guides you through the whole process without any hitches. However some planning is needed before you decide where to station it.What I recommend is that you evaluate the most common places in your home or office where you will need a wireless connection. Each time the signal needs to pass through a wall or a floor the strength is weakened, so you will need to do some trial and error of the positioning of this router so that in the long run you will you receive an adequate signal in your favorite surfing locations.This router is very competitively priced and should prove to be a wise investment.",,,
334,XX,B0014J07R2,5,0,1,22-Sep-10,A3X59FM57CGNG,Good as new,Runs better than the Belkin I had before.  Noticeably faster. I'm glad I bought a refurbished model and saved money.,,,
335,XX,B0014J07R2,5,0,1,22-Sep-10,A2678WTICPIC70,"Great price, great product","This router was a fantastic purchase. I was a little worried about buying it refurbished, but it works perfectly and it was a great price. It wasn't as simple to install as I had hoped, but the setup was ok and it's worked perfectly ever since we got it running. We get reception in my apartment as well as five bars in the apartment downstairs, so the reception is good. I've never had a problem with speed, either- I watch a lot of streaming video, so it works great for that and for regular online browsing. I couldn't be happier with this purchase.",,,
336,XX,B0014J07R2,5,0,1,20-Sep-10,A36HW84V1TGR6S,Cisco-Linksys WRT54G2 Wireless-G Broadband Router,"As Of The Day I Got It (9/13/10) It Has Been Working Very Well. It Also Has Been Working Very Well With My PS3 Slim Using A Wireless Connection. Very Great Router For A Cheap Price!Edit: 8/12/11, nearly an year of owning this product it has not failed me. the wireless range is ideal for house only since you quickly lose the connection when you go outside however it is not a problem for me since I mainly use it to play on my ps3 and xbox 360. There has been times when the router did not want to connect to the internet, I simply removed the power plug from the router and inserted back in after 30 seconds and it works normally again. I recommend this router for casual home use.",,,
337,XX,B0014J07R2,2,0,1,20-Sep-10,A330R1XGXQOZFE,Broke after 3 days,"This router was slow to begin with and it stopped working completely after three days.  The help line was so frustrating, I decided to return this product.",,,
338,XX,B0014J07R2,5,0,1,19-Sep-10,AZQ70A7DHOHZI,Good quality and awesome,"I wanted to have a router that worked at my home. I previously bought a netgear and a belkin after my previous linksys broke. Bought the others because they were cheaper. However, both of the previous suffered the dreaded constant reset problems. Decided to buy this one instead even though this is more expensive and not wireless N.Needless to say it worked and just kicking myself to not staying with linksys.",,,
339,XX,B0014J07R2,5,0,0,18-Sep-10,AZVJMLARLNVFE,"Really simple, fairly cheap, not many options","When an existing Linksys wireless router bit the dust I entered the dreaded 'cable modem to router to home network zone'. As a technology salesperson I can wax rhapsodic on software and hardware at work but, when home, all I really want is a simple to use, cheap device that everyone else in the house and reset when the power goes out. The Cisco-Linksys  WRT54G2 is just that; a cheap and easy to use device suitable for the average home. The wireless throw is very good (at least 250ft.) and the device is a breeze to install. Even better, it's simple for non-tech folks to use and reset when the power goes out. Kudos to Linksys for creating a router that's largely foolproof and meets the needs of 90% of home network and wireless users.",,,
340,XX,B0014J07R2,2,1,1,17-Sep-10,A8UNPLN5MXXZ4,Another breakdown after 1 year,This is the 5th wireless router i have had to buy in 4 years. Every time i get one it breaks down within 9months to a year. I called the customer support and because i was out of warranty they wanted me to pay $40 for their customer support. Worst customer support i have ever delt with and i will never buy a Linksys ever again.,,,
341,XX,B0014J07R2,5,0,1,17-Sep-10,A3PF07T89TA9W6,"Easy set up, great customer service",The router was all I expected and when I had a question the customer service department was most helpful.,,,
342,XX,B0014J07R2,5,2,2,15-Sep-10,A24LHWWWPXZSNC,"2 years, still works great!","I got this router two years ago to go with a motorollo surfboard modem and Comcast Blast speed connection.  I keep it hooked up by direct ethernet to my Xbox360 to make sure I always get the best connection to the Xbox and then I have a wireless printer, a macbook, and a sony labtop all sharing the internet connection.  The connection is strong enough to give me full signal strength throughout my house (single story 3bd home) and about half signal strength in the backyard.  The setup is very simple, I lost my setup cd at some point and had to reset my connection and found by googling the model I was able to get directions without the installation cd that were also pretty simple.  It's hard to gauge how much internet content it can handle since my broadband internet is likely the most limiting part of my setup but to give an idea, I have no problem running internet radio, streaming music, and playing xboxlive games all at the same time.  It looks nice in the tv stand next to my flat screen, doesn't make any noise or have any other issues.  If it gets unplugged, it still keeps your saved network settings when plugged back in.",,,
343,XX,B0014J07R2,5,0,0,14-Sep-10,A308NHVMMWWCA9,Software NOT required.,"Well first I should say major kudos to amazon.  I paid for 2 day delivery and the router arrived at my door in about 18 hours.Set up was pretty easy,  but I have to comment that the included software is NOT required. I don't know why these companies mark these routers and other similar devices, making it seem as if special software is required. It's a network device, you plug it into your network and you have a network connection.  Yet they even insist on putting tape over the network plugs with a label on that that says 'INSTALL THE CD FIRST'  I am STRONGLY against installing unnecessary software on my computer, and the included software is definitely unnecessary. I'm typing up my review on my network connection going through this router right now and I did not even open the CD.  My wireless PS3 works like a charm too.I've read a few of the reviews that people said the device is unreliable, I only just installed it so I will update this if things change, but for now, installation was a breeze, although I am somewhat familiar already with linksys products so I was familiar with their configuration menus.",,,
344,XX,B0014J07R2,1,0,0,12-Sep-10,AC3BO1MCQL35N,Review for Cisco Wireless G router,"I bought this router onnline through Amazon.com. After installing it, I ran into problems with my wireless printer, so had to pay a guy to come out and re-set the printer to work with the router. I had an older Linksys router upstairs previously and used my laptop downstairs in my kitchen (the router itself was upstairs in my office). I never had problems with other routers (bad signal, interference, etc) but with THIS one- I have to re-set it almost every day and it is a royal pain in the butt. I had it 'boosted' by the computer guru and it still happens. It doesn't happen when using my laptop upstairs in my bedroom- but I can't get a good signal consistently on a separate level (downstairs) with this particular router. I thought maybe this was just a bad router, so the first time I sent it back and had Amazon re-end me another one (the ease of return and customer service with Amazon were both EXCELLENT)- but after doing all of the same stuff to install the second router (what a headache), we still have the same problem. I am going out to buy one that has better reception or a stronger signal. If you are not RIGHT NEXT TO the computer (ie, on the same level of the house)- buy another model!!! And next time, vent hough the return was easy wit the self-printing label, it is easier to go to a big ox store and just get one immediately.",,,
345,XX,B0014J07R2,1,2,2,10-Sep-10,A6ZNR1P1KF7WH,Suddenly lost power,"Bought this router a year ago, it drops connection constantly. Last week, it lost power all of sudden and won't work again. This is the worst router I ever used.",,,
346,XX,B0014J07R2,5,0,0,7-Sep-10,A1CTAGLV73QYH8,Cisco-Linksys WRT54G2 G bnad router is a hit,"I recently purchased this for my new apartment because the cable company informed me that they don't supply a router with their data package.  After much research, I chose the Cisco-Linksys G Band router.  I was going to opt for the N-Band.  But decided against the purchase due to my apartment being small and my computer not beig N compatible.  I'm glad that I went with the Linksys.  You can't go wrong with this model.",,,
347,XX,B0014J07R2,2,0,0,5-Sep-10,A2NUGTBOANPR63,Cheap but not good,"Network Magic started notified me that I needed to upgrade the firmware in this router, so I did. After that, it would require a power cycle every fifteen minutes or so (wired and wireless quit working). I read on the forums that you have to do a complete 'reset' on the unit after upgrading the firmware (don't know why Linksys didn't tell me about that when I downloaded the firmware). After that, the router would intermitently just quit working about once a day. I replaced it yesterday with a newer (80211.n) model, hope it works out better than this one did.",,,
348,XX,B0014J07R2,2,0,0,5-Sep-10,A34OZ5TNN1XXRB,sent back after two days,Don't know if it was me or just the router but it was slow and when i got some kind of response it kept asking for the password.I am the only user so tried everything I could to surpass this constant prompt.Also was not recognized by my laptop after repeatedly going thru the steps.PIA!,,,
349,XX,B0014J07R2,5,0,0,31-Aug-10,A10CU4R6QEIEAK,"Great price,works great",I read the reviews some good some bad.This router works great for me!,,,
350,XX,B0014J07R2,5,0,0,26-Aug-10,A247ZMF8ZV5AW2,Great Home Router,"I ordered this router on 5/25, and got it on 5/26 with one day shipping from Amazon Prime. Setup took a few minutes and was incredibly easy. It's very light and is small enough that it can be placed almost anywhere. I've had no problems with reception or performance. I've used it for wireless access with all sorts of gadgets: my laptop, a Wii, an iPod Touch, etc. It costs a little bit less than other routers, but it was definitely a good deal for the money.",,,
351,XX,B0014J07R2,4,0,0,23-Aug-10,A1PTXGVORCFLS0,Well it works.,"It works better than i thought it whould, even though the unit i bought is reurbished.",,,
352,XX,B0014J07R2,5,0,0,22-Aug-10,ABVO0X2KVA6C7,more than satisfied. Plug and play,Great value for the money. Simply plug and play if that is what you want.,,,
353,XX,B0014J07R2,5,0,0,22-Aug-10,AR6ELH6678JYJ,Cisco-Linksys,It was easy to install and when I had a problem I called their costumer support and they helped out immediately.,,,
354,XX,B0014J07R2,5,0,0,21-Aug-10,A1TPOHPZD5U1VN,No complaints,Inexpensive. Easy to setup. Small and unobtrusive. Net Magic is only a trial so if you are relying on it add the cost of that software.,,,
355,XX,B0014J07R2,5,0,0,20-Aug-10,AC9I0520YPQT6,A Very Easy Setup,"I have to say I am extremely pleased with the setup of this router. I have it connected at my daughter's house upstairs to a MAC. You just pop in the CD and follow the easy instructions. You can either use a generated key or make one up yourself. I think it took me about 5 minutes to do it all. I have an older one at my house that took 30 mins or more to figure out. That was a few years ago. Cisco has really done an excellent job in automating all those manual steps that were needed in the past. This is the way a router setup should be. I have read some reviews on the reliability of the hardware itself (that is is not good). That remains to be seen. However, right now, I couldn't be more pleased with the fact that I have wireless connection in about 5 minutes.",,,
356,XX,B0014J07R2,5,0,0,18-Aug-10,A27IG2Q16Y2T16,Quick and Easy,The product arrived in one day and took three minutes to set up - even better than I expected.,,,
357,XX,B0014J07R2,1,0,0,11-Aug-10,A1OKE6PSGQ2J3N,UPDATE! A BIG WASTE OF MONEY!,"THIS ROUTER LASTED ONLY 8 MONTHS! DO NOT BUY THIS ROUTER!! IF YOU DO, GET AN EXTENDED WARRANTY IF POSSIBLE, AS YOU WILL NEED IT!!!When installing this router I did not choose parental controls, however it automatically installed them! Normally that wouldn't have been a problem but it kept me out of my online banking, wouldn't allow me access to Outback Steakhouse coupons etc! I tried to get rid of the controls, but it did not recognize my email or password as I never entered them because I never installed them. A call to customer service got me to a Middle Eastern Tech that was difficult to understand and did nothing to help me...all he had me do was reset my router, told me it was fixed, and it was not. I emailed for help and never got a response. I told another tech I was going to return it for a refund and get another brand and was laughed at because 'It had been too long for a refund' (its been a month!)I even tried to remove the software so I could try and set it up again but guess what? They hide the software under a different name. (no Linksys,Cisco,Trend Micro) I was finally able to locate it only because it was the only thing I installed that day. Doing a google search verified WebEx Communications was owned by CISCO!I even enlisted my sister-in-law to help me. Working as tech support for an internet company, she tried to fix it herself with no luck. Finally I called Linksys tech support again and 3 hours later and a few frustrated choice words for the tech my sister-in-law was able to remove the controls for me.Finally my router is working correctly and now I can actually surf the net. This was a nightmare and didn't need to be. Everyone I talked to recommended this brand but nobody ever heard of this problem, and Now I find out ther are numerous people all over the country having this same problem it is not just me! I thought after the free 30 day trial of the security it would go away...it didn't.At one point the tech was trying to get my sister-in-law to a certain page, and it wasn't working. While he had her on hold,(to check his other resources) she was able to get to the correct page a different way and when the tech came back he asked her how she did it!!! He had no idea how to do it.The thing is I am happy with the router now that it is working properly, but I am very upset that this company took over two computers and put parental controls on when we didn't want them!!! We are in our fifties and don't need an internet babysitter!!! We don't have kids living here or using our computer.The sneakiness, unhelpful tech support, and unresponsive online customer service has caused an extremely unhappy customer!!!Word of mouth is your best or worst advertisement...this is the worst!!!I would have recommended on the basis of the router but given all the other facts I would never again recommend or buy their product!!!",,,
358,XX,B0014J07R2,2,0,0,8-Aug-10,A324T457O8RKM0,Always rebooting,The router works well when it is up. I have to power cycle this device 4-5 times a week. This is pathetic and I'm not wasting time calling tech support in Timbuktu.,,,
359,XX,B0014J07R2,5,0,0,17-Oct-13,A3VKPG8407BWDG,Fast shipping and perfect router!,Third and last router in as many years. No issues with connectivity as I had with others. I highly recommend this one.,,,
360,XX,B0014J07R2,5,0,0,15-Oct-13,AEEH834YJD2YW,Had for several years and works great still,I have had this for maybe 5-7 years and it is still going strong. Haven't had any issues after installation.,,,
361,XX,B0014J07R2,5,0,0,12-Oct-13,A1VPXAPFJ66T46,Reliable Wireless G Router,"This Linksys WRT54G2 is a good router for someone looking to use the router for light to moderate internet usage. It works perfectly fine for browsing the web and watching YouTube and everything and will work with Xbox 360 and PS3 as well. The only thing it doesn't really work for is doing something like streaming Netflix and doing other stuff at the same time. It will do one or the other just fine, but as with any wireless G router, if you're trying to have too many users accessing the internet at the same time while streaming video it can get kind of slowed down.  For a Wireless G router though, this one is fast and reliable and has never given me any issues. I recommend Linksys to anyone. Just make sure to set it up correctly and place it on a hard surface (not on the rug) and it will work great.",,,
362,XX,B0014J07R2,2,0,0,20-Sep-13,A19LAZT6CMOY4O,Problems getting WIFI,Was a 3 way (??) looked the same as old one. Cannot get my wifi on my nook . Have traced problem to router. Did not meet my needs.,,,
363,XX,B0014J07R2,1,1,1,17-Sep-13,A2ZROJR6U40J2V,Keeps disconnecting,"I've had it for about 2 years, and it's by far the worst router I had to date. I have to unplug it and re-plug it 3-4 times a week, super annoying.Yes, I upgraded to the latest firmware hoping that would solve the issue. It didn't.Also, the firmware upgrade process was the scariest thing ever - I thought I bricked the device. Needed 3 attempts, hard factory reset, and unplugging and replugging ALL cables in a certain order to revive the device. Never had this much issue upgrading firmware on any device ever.I've been with Cisco/Linksys for the past 12 years. I guess this was my last purchase of this brand, as I'm tired of the consistently low quality of their devices in the recent years.",,,
364,XX,B0014J07R2,2,0,3,6-Sep-13,A1H9LFV3JQPYXV,"I love console table,","numbers hard to read on outdoor thermometer, no complaints from grandson on Dall of Duty game. Bracelet was a waste of money did not hold up at all junky, do not use router easier to go wirelessAlma Meza",,,
365,XX,B0014J07R2,5,0,0,2-Sep-13,A1882JZEP6L6M7,i love this router,"I love this router is fast and looks good, very easy to set up and get to the settings in the PC and the wifi signal is great",,,
366,XX,B0014J07R2,2,2,2,18-Aug-13,A2NC2G43HM2MHO,"only worthwhile if you get it used, for around $10 or so, and only for rev 1.0","I got this router brand new almost 5 years ago, to replace a lousy d-link router, which had horrible, buggy firmware. This router was a little better, but had a tendency to drop my ssh connections. When I later got a second router (netgear; very nice with tomato firmware), I flashed this one with dd-wrt. What an improvement! This router works much better on dd-wrt than with the default firmware.Now, years later, this router simply does not stand up to the much better products available at lower prices, such as the offerings of tp-link and netgear. Do not buy this router new; you would be wasting your money. If you get it used, make sure it is hardware revision 1.0, so that you can install dd-wrt on it.In the interest of disclosure, here are the stats for a revision one model:CPU Model: Broadcom BCM5354 chip rev 2CPU Clock: 240 MHz  NVRAM: 32 KB  RAM: 16 MBAs you can see, the stats on this thing are pretty lackluster for the price compared with other routers available these days.This router is the first to have Linksys's VXWorks firmware installed. For you, the end user, this means that installind dd-wrt is a bit harder. You have to use a special, modified tftp client to upload a binary rom specifically to remove VXWorks, and then you can upload a dd-wrt binary rom. Here is a page detailing how to do it:[...]If you are using linux, here's a page you might find more useful:[...]Currently, this router is still chugging along; I'm using it as a wireless repeater to boost the signal for my community free wireless internet, and it's working pretty well; it connects at about -60 dbm and I get full bars for the repeated signal. If what I have said so far sound complicated and confusing, you definitely should not get this router. If what I said does not sound too complicated, you probably still shouldn't get this router, unless you got it on sale for $5 to $10, or you already have it, and it's revision 1.0.Thanks for reading; hope this helped.",,,
367,XX,B0014J07R2,1,0,1,6-Aug-13,A3N5RU70X9FKT7,Router did not work properly,I was sold an old model not compatable to new technology.This router has been out of date since February 2011I did not receive my money back.,,,
368,XX,B0014J07R2,4,0,0,14-Jul-13,A1QDWPIXFKS0CU,Works well for the price,"The product works well for the price. However, it does have to be reset more often than I would like. I don't know if that is the router's problem or mine (user error maybe?). I am admittedly not the best with technology.However, I would make this purchase again.",,,
369,XX,B0014J07R2,5,0,0,7-Aug-10,A2XK1GPSQ5APEY,Slick Unit and Easy Installation,"I ordered this router on July 6, 2010 and I got it supper fast, between two and three days.  I was excited to get it because our old Linksys router was no longer working on a regular basis and for over a month I had to always go upstairs to plug into the ethernet cable.  The installation was a breeze!!!!!  I had installed this model in St. Thomas, so I was confident the installation would be uneventful.  And it was.  What I also love about this router is there is NOTHING for my cat to play with.  The unit is very sleek looking.  I don't consider myself an expert at this, but I believe a child, or someone like my husband who I playfully call a computer idiot, can install this router with no problem. I already recommended it to my daughter as she is also having reliability issues with her old Linksys router,It's important to note that I never called Linksys tech support so I didn't rate those categories.",,,
370,XX,B0014J07R2,4,1,2,6-Aug-10,AM4D24ZVLS8OP,Excellent for someone who failed Computers 101,"I had another brand that I could not get to work. The store where I bought it had gone out of business so I was stuck. I decided to buy a new one and, as usual, Amazon.com had a great selection and fantastic prices. Consulted with a computer expert who suggested this one for me due to ease of installation. I ordered it and less than a week later it was up and running and I did it by myself!!! Thank you.",,,
371,XX,B0014J07R2,2,0,1,5-Aug-10,A35FDVINQ20BZ,Not for PPPoE CenturyLink Fiber-Optic,I could not get this product to connect to my C e n t u r y l i n k fiber-optic connection.,,,
372,XX,B0014J07R2,5,1,1,4-Aug-10,A13M0YEMOZZKDL,"Great Router, No Issues For 2 Years and Running","I purchased this router for my apartment over two years ago that I share with three other guys. The router is never turned off and it still runs great. At any given time, there are usually 4-5 computers hooked up to it wirelessly, as well as a printer and XBOX360 via wired connections. The router only froze two or three times in these two plus years, and a quick restart of the router fixed the issue.Installation and set-up were relatively easy for me, but if you are not as technologically savvy it can be confusing. Setting up a network password was a cinch.Linksys products can often be plagued with issues, but this one has exhibited no such behavior. I would recommend this strongly.",,,
373,XX,B0014J07R2,1,2,2,2-Aug-10,A3HICVFTDY0P8I,Horrible Customer Service,"So I had to call twice about this router. This router worked fine for a while, but then it greatly slowed down our Internet to the point where we couldn't get on at all.  First of all, the rep. I spoke to was very hard to understand which made the conversation very difficult. It seemed like she was merely reading from a script and didn't actually know what she was doing. After a while, it seemed like she had given up trying to help and told me that my router was not supposed to work with broadband speeds or something and that I should upgrade to model number XYZ for X amount because it works for higher speeds. I told her that not only had the router worked perfectly fine before, but that I was not going to pay for a new router just because she couldn't figure out how to fix it. Eventually after giving me the runaround and being generally not helpful, I asked to speak with a supervisor. She told me that her supervisor was speaking to other customers, and I told her I'd be happy to wait on hold. Instead of agreeing, she once again suggested I just buy the newer router. After insisting she transfer me, she put me on hold. I waited 5 minutes and was disconnected from the call. I will never be buying a Linksys product again.",,,
374,XX,B0014J07R2,4,0,0,2-Aug-10,ATTNNEM1N8IE6,Great for apartments,"Works great in my 1 bedroom apartment. Never had any problem with reception or internet speed. Great value and looks sleek and modern. I didn't really need all the advance features that the other model offered. I just wanted to have a solid internet network in my apartment, which I'm getting with this router.The install CD that came with the product is pretty much useless. It didn't detect my internet connection. Good thing Linksys customer service was excellent. The customer rep guide me through the install and even offered help on installing my wireless printer, which is not a cisco-linksys product. All in all I'm happy with this product.",,,
375,XX,B0014J07R2,5,0,0,1-Aug-10,A1Y8I71UN8FZ51,Great simple router,"Great router for the price.  Was easy to install and I get full signal strength anywhere in my 600 sq foot apartment.  Might not perform as well in a larger area as indicated by some reviews, but is definitely able to penetrate walls at least.",,,
376,XX,B0014J07R2,2,0,0,28-Jul-10,A3M1RP83IVGI4Q,"Worked for a year, then started dropping connection","We called up Linksys after a year and they concluded that our model was defective and the warranty had already expired so there was nothing they could do. Recommended a new wireless n router. Ordered a D-Link DIR-655, lets see if it is any better.",,,
377,XX,B0014J07R2,4,0,0,26-Jul-10,AYBAP5HZQ1MLG,Cisco-Linksys WRT54G2 Wireless Broadband Router,"Router worked fine.  Also, their on-line assistance was very patient and good at problem solving.",,,
378,XX,B0014J07R2,5,0,0,26-Jul-10,A2T13KK40DI1U0,Excellent,"I received my order precisely as predicted, in good shape. Will definitely buy here again.",,,
379,XX,B0014J07R2,3,0,0,26-Jul-10,A3UQMF083R4Q4X,jantikers,some how the speed is not at all up to the mark. it looses connectivity now and then and also the catalogue/help is not able to diagnise it. i just have to unplug and plug it again to get it started.,,,
