Sentiment	Sentence
1	Had a real headache to set it up but after it was installed it works just fine.
1	The range is good and so far the router has had no problems.
1	The new router solves all of these problems.
1	Have been running it now for over a months - and have not had one issue with it!
1	When I first purchased my first wireless network it was made from Linksys.
1	So I pulled my old model out the closet and done the same thing and it worked too.
1	And the other one did as well.
1	This product works good and its interface was easy to use but it did not extend my range within the house that I was looking for.
1	Easy to set up and the range is excellent
1	I like it.
1	"Since then, however its been a dream."
1	Its wonderful to sit in my own living room and buy books.
1	Id recommend it to anyone thinking of going wifi.
1	"So far, this router has been perfectly reliable"
1	Since the initial install I have not been back into the configuration for much of anything.
1	It just works.
1	"I do not have to power cycle it for no reason, and I have not had to update its firmware in some futile attempt to fix one glitch or another."
1	It just sits there and works.
1	Like it should
1	"The range is good enough that my outdoor WiFi security camera works well, and the speed is good enough for streaming HD video"
1	And it does not look half bad.
1	"So far with the newest Linksys firmware its been stable, range seems better, it has not had to be reset, and works great with the new Motorola cable modem."
1	"Works great with the Xbox, set up port forwarding, and have not had any NAT issues."
1	But I got it and it works amazingly!
1	Highly recommended
1	LOVE THIS PRODUCT.
1	Worth every penny.
1	I have game systems and multiple laptops and absolutely no issue.
1	Installation was a breeze and I am very pleased with this purchase.
1	Id recommend it to anyone with a home network or small office in need of a compact yet powerful router
1	Plus they offer free support on the router for as long as I have my internet through them.
1	"The router was easy to set up; most of the time give adequate signal, but some time give very low signal."
1	Also there is the parental control work well need to re-adjust otherwise block lots email from coming in
1	"sets up easy with modem and wireless laptop, but a real pain to set up with ipod and kindle."
1	"Apple routers (in my experience) have been pretty stable also, but you Window fan boys might not like to hear that."
1	Really easy set-up.
1	The software walks you through the whole thing.
1	I was able to connect my iPod Touch 2nd generation without any problems.
1	PCs connected without any problem.
1	Very happy with the product.
1	"Just to clarify, THIS CAN EASILY BE FIXED."
1	This can be done by flashing the DD-WRT firmware for this particular router on the DD-WRT website.
1	"By doing so, how the router operates is completely re-worked for the better and drastically increases this devices performance and usability."
1	"After flashing DD-WRT, I noticed faster speeds, better range, all devices connected accordingly, and no dropped or frozen connections"
1	This router is amazing once you follow my steps provided and hopefully it works for those of you who try this!
1	These steps should not take any more than 20-30 minutes if you follow the steps correctly.
1	"I am on my third one of these WRT160N routers, they are easy to set-up and configure, but the new design makes these things run too hot and when they get hot they stop working reliably"
1	"I have mine set-up in a closet that allows it to be in reach of 7 wireless components, including an XBox360, WII, Nintendo DS and DSi, Two laptops and a remote desktop."
1	The refurbish units last as good as the new one did.
1	Highly recommended especially for novices who simply want wireless in their house.
1	I am Glad i bought this product.
1	"Its amazing it got the look, and the use."
1	I mean i can get 100% of the usage of this.
1	"I do the printing, I use the Wifi from my blackberry, and i can get online from any spot of my house with my laptop."
1	Just great.
1	"When it works, it works."
1	Did some research on ROKUs website and the WRT160N was tested for compatibility.
1	I have the WRT 160N V3 device.
1	"Quick connection, no problems and superior picture."
1	"For about 100 bucks, you cant beat the deal."
1	Streaming video is the BOMB.
1	Great product!
1	"Its a great product, once installed, I connected my cell phone and my laptops in just a click and the speed is phenomenal."
1	Its very easy to set up and use.
1	Other than the range I like it very much!
1	"Great router, i run my ps3 wii two computers and now my sat receiver."
1	"Easy set up, great range and speed!"
1	For 44 bucks try it out (it sells in Walmart
1	"Okay, they will help you set up the router if you need help."
1	"That is nice, but buyer beware!!"
1	"They tell you that you can do it yourself, however I did not have the admin code and passcode required to get in the system to make changes myself."
1	"It works well, but if you buy an updated device after the first year you have the router and need help (like needing ports opened on your router, as was my case) they will only help you for a hefty fee."
1	Very good router for its price.
1	This one surpassed my expectations.
1	It was easy for me to set up.
1	And it gives me great range.
1	It streams movies downstairs with no problems at all.
1	Very glad that I bought it.
1	"The wired connections work great, but the WiFi is flaky."
1	"When the WiFi works it is fast, but I have to reset the router every 2-3 days to make sure that my wireless devices can connect."
1	Fairly easy to set up.
1	The N speed is nice for my wife who has that capability built into her laptop.
1	The router was very easy to install.
1	The walk through instructions were very clear.
1	Setting it up was fast and easy!
1	"It looks good, runs cool, has blinking lights"
1	I just login to the router with the 192.168.1.1 and setup the wpa2 security/password.
1	"I play online games with no issues, make phone calls with google phone."
1	It has given me no issues when it is working properly
1	"It has been working fine since, I have been streaming LOTS of netflix and surfing lots of WWW and it has not had an issue since"
1	Overall I am satisfied with this router.
1	Its not perfect but its better then the alternatives from Belkin/D-Link/Netgear.
1	It was easy to setup and works well.
1	No dropped connections at all
1	Now I do not even remember the last time I re-booted this one !I would recommend this product to anyone looking for peace of mind ..
1	I was unable to set it up myself but the Linksys tech was very nice and patient with me.
1	We got it set up it is working great.
1	Lots of people complained about its unreliability however few people mentioned that with the DD-WRT software the router would work fine.
1	Anyhow...I bought it and initially installed it with the default Linksys firmware.
1	After installing this firmware the change in speed was dramatic - as good as with direct connection via LAN cable.
1	"Much, much better the Linksys 54 G"
1	This is a good router and gr8 value for money but..the firmware should be upgraded as soon as you get it since i encountered a lot of issues with the old firmware.
1	"After the upgrade, router had solid performance..no complains thus far..UPDATE: router started dropping connections so i installed dd-wrt firmware and its better than ever..no probs and incresed range and speed."
1	Switched this N router for an old linksys G and internet is stable and running 10 times better.
1	"Set up was a snap, just plugged it in to the wall/modem and navigated to the home IP address, where I set the name and password."
1	"For a simple home network, what else do you need?This router replaced a very old router that was humming when plugged in, and had been heat-stained from white to yellow."
1	"It was having shoddy performance, and replacing it with this router made a world of difference."
1	This router does exactly what it is supposed to do and does it well.
1	Ive had it hooked up for a couple of weeks now and its working just fine with both my primary laptop and my supplemental one.
1	"If you are looking for an inexpensive router, this is a good one to get."
1	it works well as a wired router
1	"It was the only one with sufficient range to reach a repeater through solid masonry walls so that my entire apartment had WiFi coverage, and the only one that maintained a constant connection with the repeater (the Netgear and 2Wire routers I had tried previously simply could not stay connected to a repeater)."
1	"Yes, the WRT160N did drop connections with clients until I upgraded the firmware to the latest version."
1	"With that problem solved, it appears to be rock-solid in performance."
1	The router does not come with much documentation but fortunately does not need much.
1	Nice to see this one now supports WPA2.The one thing that was different from my old router is this one has a power switch located in the middle of of the LED indicators.
1	Installation was flawless and quick.
1	I was provided a $15 discount on a $69.99 pricing for the new E1000.
1	"Sure, it is easy to set up."
1	"And it does, after a fashion, transfer packets across a wireless-G network"
1	Very nice and easy to setup
1	Nice futuristic design.
1	Looks awesome on the table
1	Great compared to my old netgear that did not have support unless you call India call center support and it was not working and no repair
1	This router is perfect for my apartment.
1	Very easy to set up.
1	If I do have any issues they are solved by taking the power cord out and sticking it back in.
1	I love how small and flat this router is.
1	The Windows 7 routine worked without a problem and in just a couple of mouse clicks a secure network was set up that is working flawlessly.
1	The WRT-160n works well and has a greater range than the WRT-150n that it replaced
1	"Recommendation: If you have a problem with the Linksys installation software, try the Windows router installation routine."
1	The router was very easy to setup.
1	"I have both macs and pcs in my house, spread across two floors, and everything works flawlessly."
1	I have not had any issues yet.
1	"Worked for almost one year, problems start."
1	I called Linksys and they provided a software on their website to upload on the router.
1	The Cisco-Linksys WRT160N looked good on paper.
1	I installed the competitors device today and it was working correctly from the get-go.
1	"Moreover, its been up all day and the connection speed seems much faster"
1	"The competitors device is cheaper, faster, and far more reliable for my environment"
1	"i opened up the box, unpacked it, plugged it in and was done."
1	"I have the router in the basement, and my son has is Xbox 360 on the 2nd floor and we get full bars and no lag time playing online!"
1	Very strong signal through the basement ceiling and all the way to the 2nd floor.
1	I would call that impressive!
1	the range is good enough for my home and the speed is up to par.
1	"Super easy to install, just insert disc and follow the easy instructions."
1	You will be online in no time.
1	"Love this product, had been using for a while and have not seen any problem at all, I am strongly recommending to buy it."
1	I LOVED ALL THE STUFF I BOUGHT OR WAS FREE.
1	"Usually, this router works just fine."
1	I use it to support a number of devices in my home and have never had a problem with it dropping connections.
1	"Its fine for what it is, and if you can find it cheap, it will do the job."
1	This product does exactly what it is supposed to do.
1	I am not technologically savvy but I was able to set this up.
1	There was a problem with the set up and I was able to call the 800 number and get free assistance.
1	if my network had not outgrown this wonderful device i would till be using it thank you linkys for such wonderful products
1	This router is the same as the one I replaced due old age.
1	This is one of the few refurbished products that I have had good success with.
1	"I have purchased at least a dozen of these in the past 6 months and every one has worked great so far with no drop-out, also, the range on this product has been excellent."
1	"I highly recommend this router... and for the price, how can you go wrong!"
1	I purchased this for someone else to use and I believe it to be just fine as I have heard no complaints.
1	"Simple and easy to setup,required only one try."
1	Continued using hard wire connection and wireless for remote solar monitoring equipment.
1	"Very easy to install, the performance is excellent."
1	No complaint with this router
1	Cheap and reliable...
1	This router is easy to set up--no problem.
1	"Well-priced, easy to set up and sleek."
1	Installing the router was easy enough.
1	"We found out from experience that using the CD was not necessary, that Windows 7 and Vista would let us easily install the router"
1	Since installing the new router we have had no problems
1	"This router is great, if your machine is connected via ethernet"
1	I have no problem connecting and using those same laptops at other locations
1	"So far, everything has worked fine."
1	"The setup was easy and fast, way better than my previous Linksys G-router."
1	Just follow the easy steps including installing the program.
1	My computer sees the network and connects to it automatically as it would with any home network configured.
1	The movie will take a couple of seconds to start the streaming and play but after that there is absolutely no interruption.
1	I bought this product 1 week ago and I installed it without problems.
1	"I put the router in a second floor, and it has some range signal in the first floor, therefore I am happy, because I can use my laptop with Internet anywhere in my house."
1	I really recommend it.
1	it worked well with my XP operating system.
1	He told me that the router was easy to set up and to buy a refurbished one because they were just as good.
1	He told me that Amazon had the BEST price on this router from another store.
1	"Very, very easy to set up with my AT&T DSL modem and my wireless computers, printers and scanners in my office."
1	So far the router is working flawlessly so no worries about factory refurbished routers and who does not want to save money nowadays?
1	Literally 10 minutes to wireless connectivity.
1	I am very happy with my purchase.
1	I am not one that knows a lot about electronics and I was able to easily get everything connected and running.
1	The Cisco-Linksys WRT160N wireless router was easy to set up and has worked  flawlessly so far.
1	"In my opinion, it is an excellent value for the money."
1	is also worth purchasing.
1	"It enables other devices, such as printers, to be connected wirelessly and to share files among computers on the network."
1	This router is faster and has a much more consistent connection.
1	Connect speed has consistently been over 110 mbps.
1	Signal strength varies according to modem conditions and location of the router.
1	The dual band allows for better connect speed as well and no little antennas to deal with.
1	"Fantastic easy to install, great coverage, if i could give more than 5 stars for range, I would."
1	Everything i need and no complaints.
1	"This router gets the job done, looks sleek, and has a nicer smaller wall plug, so it fits in better into my power strip with all the other big plugs."
1	Have had no problems with it so far
1	The wireless-N capability and decent price made it look like a good investment.
1	Set-up with the provided install-disc took less than 10 minutes.
1	"The bundled software did a decent job at monitoring network status and providing shortcuts for settings some parameters, but it was hardly necessary."
1	"After installing the software, I connected my desktop via ethernet, and all was well."
1	"The management page was clean and easy to navigate, and I had a WPA2 wireless network set up in no time."
1	Pros -Sleek design; great finish and styling Easy setup; plug and play; no compatibility issues Familiar web interface for configuration Expanded network range
1	"And customer service, as nice as they may be, have no solutions."
1	"Then, my internet experience is flawless."
1	"Overall this item works just fine and I have no complaints, I just gave it 4 stars because to say I love it seems a bit much...I upgraded from a D-link wireless-G router and have been very impressed with the increase in speed on my wireless network."
1	"If you just surf the web, etc., this single band router is likely the way to go."
1	"This router is fast, 100% reliable and an amazing value for the money, especially for someone like me - I am not an IT person, all I want it to do is to connect a number of laptops to a printer and to the web."
1	"I do not care about any extra features, but it must be totally reliable and easy to use because I am 100% dependent on it as I work from home."
1	After using this router for about 3 months on a very intense 24-7 basis I can say that it met all my expectations 100%.
1	It was very easy to setup and took less than 5 minutes to install.
1	I also found the 7 day trial of Cisco Magic Pro software very helpful and will probably purchase that as well.
1	"I was concerned about coverage to the basement of the house, but had no issues."
