Num	Sentence	Sentiment
858	The new router solves all of these problems.	0
859	Have been running it now for over a months - and have not had one issue with it!	0
860	When I first purchased my first wireless network it was made from Linksys.	0
861	About month later it stopped working so I purchased this model and it worked fine.	1
862	I moved and reconnected it in my new place and all hell broke loose.	0
863	The router would not allow all the same computers I had at the old place connect to it.	0
864	So I called Linksys for tech support and they wanted to charge me $49.99 for tech support.	1
865	Why pay that and thats what I paid for the router.	0
866	"So I purchased a new one same model and all, and same problem."	0
867	So I called tech support to help with the new unit for free.	1
868	And they had me go into the router through the IP address of the router via my internet browser.	0
869	"Once in we set it up 1,2,3."	0
870	So I pulled my old model out the closet and done the same thing and it worked too.	1
871	And the other one did as well.	1
872	I have an issue with a product shutting down just to get customers to pay for tech support and you can include all of this in the manual.	0
873	This product works good and its interface was easy to use but it did not extend my range within the house that I was looking for.	1
874	I have a large house so the upstairs receives hardly any signal at all.	1
875	I increased my service to gain better speed and added this to extend the range but this did not better the upstairs signal much at all.	1
876	We purchased this router only a couple months ago and it is already not working.	0
877	It wont register there is an internet cable plugged into the port.	1
878	"I tried reseting it, changed ports everything and it still wont work."	1
879	I didnt expect it to last forever but I didnt expect it to go out in a couple months either.	0
880	Before considering this purchase I highly recommend you go to Google and put these words in as a search: WRT160N V3 has serious DNS issues	0
881	"Once you get to Ciscos own forum, you can see just how bad this router is"	0
882	I had to replace mine (with no money back from Cisco--they didnt ever respond to the hundreds of requests for help in their own forums) and left Cisco to get a D-LINK.	0
883	Happy with it	1
884	I was a long time Cisco customer before	0
885	"The issue was that it would sporadically redirect anyone on the network from Facebook, for example, to some other site, like a MySpace page or somewhere else (once I got redirected to a gay bed and breakfast website"	0
886	The only way to fix it is to power off the router.	0
887	Its very frustrating.	0
888	Who knows what kind of a security leak that thing has.	0
889	Some of the included software wouldnt load.	1
890	Dont know if it an OS conflict (WIN7) or not	0
891	Easy to set up and the range is excellent	1
892	I like it.	1
893	I was told that all I had to do was unplug my modem and plug in the router.	0
894	Its not quite that easy.	1
895	"After having my daughter in law talk me through plugging it into the computer and modem (I had to keep the modem), it still did not work."	0
896	I then called the products customer service and even that lady was on the phone for an hour with me sorting out why it would not work.	0
897	Had to change a setting on this computer which was an odd one.	0
898	"Since then, however its been a dream."	0
899	I wanted to be able to upload books to my  Kindle without going to our local library to use their wifi.	1
900	Its wonderful to sit in my own living room and buy books.	1
901	Id recommend it to anyone thinking of going wifi.	1
902	THIS ROUTER SUCKS A FAT ONE!	0
903	"I have 20MBPS service, and it often slows down to 1mbps, and when I say often I mean all the time."	0
904	"I try to reset it, call custo service, but no avail."	0
905	This router is absolute garbage.	0
906	Id rather give my 50 bucks to someone to kick me in the junk and get the pain overwith rather than the slow frustration that this thing causes me.	0
907	I want to kill it office space style.	0
908	probably going for a dlink.	1
909	This product work is one of the worst Ive bought.	0
910	"I own it, I paid a crapload and all it did was make me hate Linksys like I hate HP."	0
911	How many times have I reset my server or reconnected my connection?	0
912	Countless.	1
913	"Meaning, buy this but know it is a living pain in the ass especially if you want to download anything that is a sizable download as you WILL 100 percent lose your connection and thus the box of this product should simply read bonus: will cause you subtle stress, enjoy!."	0
914	I dont stress about it anymore.	0
915	I simply accept it but its like accepting that you have Herpes or a wife that loathes you.	1
916	It just is what it is.	0
917	Thank you Linksys for creating a truly crappy product and if you worked on this product as a designer all I can say is your a truly untalented and stupid person whose work did nothing but make many other people unhappy.	0
918	You probably should have simply trafficked in human slavery or drugs and would have at least made more money but produced the same human misery	0
919	"To make my point, in the time it took to write this review my linksys stopped working."	0
920	I purchased this router to replace an older Linksys router that mysteriously started resetting itself to defaults for no reason.	0
921	"So far, this router has been perfectly reliable"	1
922	"I am tech-savvy, but a fairly light-weight user."	1
923	Since the initial install I havent been back into the config for much of anything.	0
924	It just works.	1
925	"I dont have to power cycle it for no reason, and I havent had to update its firmware in some futile attempt to fix one glitch or another."	0
926	It just sits there and works.	1
927	Like it should	1
928	"The range is good enough that my outdoor WiFi security camera works well, and the speed is good enough for streaming HD video"	1
929	And it doesnt look half bad.	0
930	I have owned this router (version 1) for about a 1-1/2 years now.	0
931	"When I first purchased it a year ago, the firmware was pretty lousy."	0
932	It seemed like it constantly had to be reset otherwise it would get really slow.	0
933	I stopped using it for a while when I had switched to DSL and ended up using a 2wire gateway instead	0
934	I have recently switched back to cable internet and am now using this router again in conjunction with a Motorola Surfboard SB6120.	0
935	I put DD-WRT firmware on it to try it out but then ended up using the newest Linksys firmware update instead.	0
936	"I must say, I saw no improvement with the DD-WRT firmware over the latest Linksys firmware."	0
937	"So far with the newest Linksys firmware its been stable, range seems better, it hasnt had to be reset, and works great with the new Motorola cable modem."	1
938	"I use it with two laptops, and an Xbox 360 hardwired to it."	1
939	"Works great with the Xbox, set up port forwarding, and have not had any NAT issues."	1
940	After I read the reviews.	0
941	I thought I was making a mistake buying this.	0
942	But I got it and it works amazingly!	1
943	Highly recommended	1
944	This is for those who had bad experience.	0
945	Remember this is an electronic.	1
946	They have a high fail rate no matter who makes it.	0
947	You can get 10000 good ones in a row and have 1 bad one.	0
948	LOVE THIS PRODUCT.	1
949	Worth every penny.	0
950	I have game systems and multiple laptops and absolutely no issue.	0
951	Installation was a breeze and Im very pleased with this purchase.	1
952	Id recommend it to anyone with a home network or small office in need of a compact yet powerful router	1
953	My only issue with it is that the frequency throws off my Nintendo 64 game system.	0
954	I have to keep it 2 ft away for it to play.	1
955	"For those with older game systems, keep them away from your routers if you want them to play!"	0
956	I will never throw away my money on Linksys again.	0
957	Overpriced with marginal signal range.	0
958	Every router I have owned from Linksys magically quits working one year after the warranty expires.	0
959	In order to get it working again you have to call their customer service department whcih charges you $40 to walk you through the set up again.	0
960	"Even though their CS is efficient in getting your router back up and running, it will not only cost you money, it will cost you time because you will be on the phone for hours, these people are like monkeys on drugs or foreign robots!"	1
961	Yes Comcast is overpriced but they were able to supply me with a router with better range and faster speeds for $10.	1
962	Plus they offer free support on the router for as long as I have my internet through them.	1
963	My last Linksys router made it to the garbage but not before I beat the living $^*#^& out of it with a hammer!	0
964	If I could give this ZERO stars I would but I guess the lowest you can go is ONE star.	0
965	"The router was easy to set up; most of the time give adequate signal, but some time give very low signal."	1
966	Also there is the parental control work well need to re-adjust otherwise block lots email from coming in	1
967	Newman	0
968	"Got this router,looks nice,but unreliable,sometimes when i want to connect to facebook it takes me to myspace,and its a big problem with this router you can check on the linksys forum."	0
969	"Sometimes it would put out a signal but i still can connect to it,another problem you can see all over the internet."	0
970	"In short,when it works,works great,when it doesnt sucks real bad,so im looking for a new router and i bought this in novemeber of 2010 thanx linksys for no firmware update and just selling shottie products"	0
971	"Although Cisco deleted my posts on their board, I had TWO of these die after 9 months"	0
972	March 2010 = Purchased new (from Amazon)July 2010 = Started having wireless radio issues (long time to connect on 2010 Lenovo ThinkPad and late-2009 Acer Aspire - both with Windows 7 Professional); forced reconnect; cleared firmware settings; reinstalled firmware twiceAugust 2010 = Started dropping BlackBerry and iPod Touch / iPhone clientsNovember 2010 = Installed updated firmwareJanuary 2011 = opened case with technical support.	1
973	No help	1
974	February 2011 = gave up.	0
975	Will not purchase from Cisco China Goods ever again.	0
976	"If you are looking for a router whose wireless rarely works, pre-sets parental controls making the internet nearly unusable and then requires you to register with linksys to change, randomly diverts you to other pages (type in facebook, sends you to myspace), is extraordinarily slow even when hardwired, charges you for customer support, and needs to be rebooted once per day in order to function, then this is the router for you."	0
977	"Avoid the pain, annoyance, frustration, and lack of function."	0
978	I cannot recommend this router to anyone.	1
979	"The included software, which is useless, doesnt work."	0
980	"At random times, it just shuts down, or stops broadcasting a connection."	0
981	"I get constant error messages, such as 404 - Not Found, or DNS errors, and Ive tried everything Ive found to try and fix it."	0
982	Linksys Support is absolutely no help.	0
983	Their representatives know absolutely nothing and put you on hold for extreme amounts of time	1
984	Overall Im simply not a happy user.	1
985	"sets up easy with modem and wireless laptop, but a real pain to set up with ipod and kindle."	1
986	instructions are poor and the shareware is only good for a 10 day trial	0
987	This router simply cannot handle a Mac and a PC connected simultaneously.	0
988	Ive flashed the firmware I dont know how many times.	0
989	The thing simply craps out.	0
990	"And if it doesnt, network speed is ATROCIOUS."	0
991	I think quite a few people had this problem (I have v3).	0
992	"It worked a bit better when computers of the same operating system were connected, but it would still crash occasionally."	1
993	I tried to contact customer support and they were utterly useless.	0
994	Made me send my model number three times and gave me canned responses.	0
995	DO NOT BUY THIS.	1
996	I hear DLinks are better for cross-OS connection.	1
997	"Apple routers (in my experience) have been pretty stable also, but you Windoze fanboys might not like to hear that."	1
998	"Like others, Ive had many problems with the router."	0
999	"I was hoping that going to DD-WRT would make things better (I wasnt afraid to dabble in that), but unfortunately it just lead to more headaches."	0
1000	"Ive decided to ditch this router and go with something newer ... looks like there are N-routers that are just as cheap, and hopefuly they wont be as problematic."	0
1001	Purchased the WRT160N V3 and installed at my in-laws house.	0
1002	Unfortunately by the time we really used that much it was almost out of warranty.	0
1003	Immediately upon using this router we started having Invalid URL problems on our wireless laptop and computer.	0
1004	I  called Linksys while it was still covered under warranty and  complained of invalid URLs.	0
1005	"They pointed the blame to the router, my new computer, etc., until the router was out of warranty."	0
1006	"The invalid URLs were so bad ~ I couldnt use the web, mail, the laptop, or main computer .."	0
1007	I finally had to connect the computer directly into the modem and threw away this horrible router.	0
1008	I finally did some research and found that Invalid URLs plague this router.	0
1009	I suggest you google this router and Invalid URLs before you purchase....	0
1010	Really easy set-up.	1
1011	The software walks you through the whole thing.	0
1012	I use it in quite a small area so not sure how extensive the range is.	1
1013	I was able to connect my iPod Touch 2nd generation without any problems.	0
1014	PCs connected without any problem.	0
1015	Very happy with the product.	1
1016	This device out of the box for me was a pain.	0
1017	I could hardly connect any of my devices easily and connections often dropped and froze.	0
1018	I was to the point where I was just going to return the product and give up.	0
1019	"After a lot of pain and suffering, I decided to do a little research on the issues I was having with this product."	0
1020	I found out that the hardware in the device is not to blame but it was the firmware that has many issues and limited compatibility	0
1021	"Just to clarify, THIS CAN EASILY BE FIXED."	0
1022	This can be done by flashing the DD-WRT firmware for this particular router on the DD-WRT website.	0
1023	"By doing so, how the router operates is completely re-worked for the better and drastically increases this devices performance and usability."	1
1024	"After flashing DD-WRT, I noticed faster speeds, better range, all devices connected accordingly, and no dropped or frozen connections"	1
1025	For those needing help I will list steps that can be taken to upgrade this routers firmware.1.	0
1026	Google DD-WRT and it will be the first link on the page.2.	0
1027	On the DD-WRT homepage click Router Database3.	1
1028	In the search bar type in the model number for this router which happens to be WRT160N.	0
1029	A list will show up showing revisions of this router and BE SURE TO MATCH the revision you see on the page with the number underneath the router (E	0
1030	g.	1
1031	"WRT160N v1.0, v1.1, v2.0 or v3.0)."	0
1032	NOTE: v2.0 is not supported.4.	0
1033	Click whichever revision matches your router.5.	0
1034	A list of files will appear that you will need to download.	0
1035	Download the file that contains Nokaid in the filename and the file that ends in mini	0
1036	bin.6.	0
1037	"Open your routers homepage which can be done my opening your internet browser(Internet Explorer, Firefox, Google Chrome) and typing 192.168.1.1 but this can differ."	0
1038	"Alternatively, you can find your router in devices and right click the router icon and click and open homepage."	1
1039	You will need to enter the username and password for the router which by default is username admin and password admin.7.	0
1040	Once you do this you can access the routers settings and locate the tab/sub tab to update firmware.	0
1041	Sorry I dont have access to the interface.)8.	0
1042	"Once you find the firmware update tab, there should be an empty box in which you can browse and select a file to update the router."	0
1043	Remember those files you downloaded earlier?	0
1044	Well now its time to use them.	1
1045	FIRST browse and select the file containing Nokaid and hit update or whatever the button says in order to upgrade the firmware.9.	0
1046	Let the router do its thing and it might restart a few times.10.	0
1047	"After the router is finished updating, access the routers homepage again by opening your browser and entering 192.168.1.1 in the address bar and entering the username and password."	1
1048	"Once you login, you should notice that the interface looks different but dont let that distract you, look for the upgrade firmware tab again and this time upload the file containing mini"	0
1049	bin.	0
1050	Let the router do its thing again and that should be it	0
1051	Those are 10 easy steps to avoid hassle and spending 100 dollars more on a router that doesnt do much more.	0
1052	"If you have trouble, please comment and I will do my best to answer promptly."	1
1053	"If you get everything to work, take the router for a test drive and let me know how it works for you."	1
1054	"Dont let the 1 star reviews deter you away from this product, they are usually amateurs that dont like to troubleshoot problems and are willing to pay extra for convenience."	0
1055	This router is amazing once you follow my steps provided and hopefully it works for those of you who try this!	1
1056	These steps shouldnt take any more than 20-30 minutes if you follow the steps correctly.	0
1057	Please take time to read carefully because you stand the chance of bricking(breaking) the device if you flash the wrong files to your router.	0
1058	I had some difficulty at first because i had a router set up already but once I figured out what I was doing wrong it has been working just fine.	0
1059	:-)	0
1060	"I am on my third one of these WRT160N routers, they are easy to set-up and configure, but the new design makes these things run too hot and when they get hot they stop working reliably"	1
1061	"I have mine set-up in a closet that allows it to be in reach of 7 wireless components, including an XBox360, WII, Nintendo DS and DSi, Two laptops and a remote desktop."	1
1062	In order for it to work reliably I have it propped up on 2 high blocks and have a fan blowing on it constantly.	1
1063	The refurb units last as good as the new one did.	1
1064	I wanted to use this router as a wireless access point to extend my network.	1
1065	"After way too much time, I discovered that the hardware can do the job, but the firmware it is running from Linksys wont allow it."	0
1066	"So I had to upgrade the firmware to dd-wrt v.24, then find a tutorial on how to set up the access point and eventually got it running."	0
1067	"Even as a techie, this was way more than I had bargained for and took way too long."	0
1068	"Why build a product that has built in features, only to cripple it to have less capability?"	1
1069	I guess they learned that trick from Mr. Gates.	0
1070	So in the end the hardware might be 5 stars but the firmware only 1 star.	0
1071	Highly recommended especially for novices who simply want wireless in their house.	1
1072	Im Glad i bought this product.	1
1073	"Its amazing it got the look, and the use."	1
1074	I mean i can get 1001520712554f the usage of this.	0
1075	"I do the printing, I use the Wifi from my blackberry, and i can get online from any spot of my house with my laptop."	1
1076	Just great.	1
1077	"When it works, it works."	1
1078	"But I get a TON of DNS problems, and have to reset the adapter constantly."	0
1079	"Every once in a while, take a good look at your Sunday newspaper inserts."	1
1080	Thats where we found Amazon offering the ROKU 2050x for a very reasonable price.	1
1081	Did some research on ROKUs website and the WRT160N was tested for compatibility.	0
1082	I have the WRT 160N V3 device.	0
1083	My office and the router are upstairs and the ROKU is in my media room downstairs.	1
1084	"Quick connection, no problems and superior picture."	0
1085	"For about 100 bucks, you cant beat the deal."	0
1086	Wish I had known Cisco wants extra money for Cisco Network Magic Pro 5.5.	1
1087	A little sneaky Cisco.	0
1088	Thats why only 4 stars!!!!	1
1089	Streaming video is the BOMB.	0
1090	Dont buy this POS.	0
1091	I got one to replace a D-Link that finally died during a power-cycle.	0
1092	It had lasted over 5 years.	0
1093	"I got this CISCO at costco, and it lasted about 5 months."	1
1094	"I found I could only run in B-G mode without recycling it at least once a day, otherwise it dropped all connections and failed to respond."	0
1095	Since I was only using B-G devices that was okay.	1
1096	Today it stopped making the handshake to my old Motorola cable-modem.	1
1097	"Modem is fine, bypassing the router worked, so then I checked the router."	1
1098	"Would not handshake the modem, even after a complete reset."	0
1099	"Fortunately, I bought it from costco and they took it back without question"	1
1100	"If you must use this router, dumb down the software to B-G only and expect a brief life before complete failure."	0
1101	I bought this wireless router almost 3 years ago and have not had any problems with it.	0
1102	Great product!	1
1103	"It took me two complete evenings to set it up for connection to iMac, iBook, XP and iPad."	0
1104	"In the end, the link is keeping dropping, and extremely slow."	0
1105	I studied networking in school and considered myself knowledge on the subject.	1
1106	"I must say the router was awfully made, i am wondering where is the drive to excellence spirit in cisco nowadays?"	0
1107	"I installed it in just a couple of clicks, it has a bug trying to get the connection the first time but I think it was the Windows OS"	0
1108	"Its a great product, once installed, I connected my cell phone and my laptops in just a click and the speed is phenomenal."	1
1109	I got WRT160N V3 together with Cox cable service	0
1110	"It worked OK for 6 months, then it started to have troubles switching on:lights just blinked forever unless I re-connect power"	0
1111	"I installed the latest firmware, but the start-up problem didnt go away"	0
1112	Instead I started to have troubles with wireless connection from my laptops	0
1113	"So I switched to DLink DIR-601 instead, let me see."	0
1114	I bought this to replace the WRT54G because I needed a longer range.	0
1115	There seems to be no difference between the two.	1
1116	Its very easy to set up and use.	1
1117	Other than the range I like it very much!	1
1118	"Great router, i run my ps3 wii two computers and now my sat receiver."	1
1119	"Its my second one, lightning fried first but it does everything i need."	0
1120	"Easy set up, great range and speed!"	1
1121	For 44 bucks try it out (it sells in Walmart	0
1122	com for 79).	1
1123	Arrived at the house in one and a half days.	1
1124	Please note: the only thing I use the wireless for is an iPad and a laptop.	1
1125	Im going to try to hook up the wii but havent gotten a chance yet.	1
1126	I bought one of these two years ago an now that I want to hook it up to a new laptop it didnt accept my code.	0
1127	The customer support chat told me that I couldnt get free chat support because the item is no longer under warrany.	1
1128	They want $29.95 to help fix the problem.	0
1129	They can kiss my.... Never mind !	0
1130	I bought a new NetGear unit that has a lifetime warranty.	0
1131	I will never buy another Cisco product!!	0
1132	"Okay, they will help you set up the router if you need help."	1
1133	"That is nice, but buyer beware!!"	0
1134	"My router is only 2 years old, and I called for help because I needed ports opened on the router to use my new PS3 wireless capabilities (for streaming Netflix)."	0
1135	"I called my router company (per Sonys instructions)Cisco Linksys to get the ports open, and they would open the ports needed...for $29.95 (or somewhere in that ballpark)."	0
1136	The customer service is hard to understand (outsourced from another country I suspect).	0
1137	"They tell you that you can do it yourself, however I didnt have the admin code and passcode required to get in the system to make changes myself."	0
1138	"I suppose if you are a computer progammer this will be okay, you will know your way around, but if you are the average Jane you will be screwed."	0
1139	I can pay $30 every time I need help after my first year or...buy another router.	0
1140	"It works well, but if you buy an updated device after the first year you have the router and need help (like needing ports opened on your router, as was my case) they will only help you for a hefty fee."	1
1141	Buyer beware.	0
1142	I am using this router for 1.5 year and I have not any problem until now.	0
1143	Very good router for its price.	1
1144	First time I have tried setting up a wireless router.	0
1145	I did research trying to find the best one for my home needs.	1
1146	This one surpassed my expectations.	0
1147	It was easy for me to set up.	1
1148	And it gives me great range.	1
1149	I have it on the second floor.	1
1150	It streams movies downstairs with no problems at all.	0
1151	Very glad that I bought it.	1
1152	I bought this product from Amazon in Dec 2009.	1
1153	"The wired connections work great, but the WiFi is flaky."	1
1154	"When the WiFi works it is fast, but I have to reset the router every 2-3 days to make sure that my wireless devices can connect."	1
1155	"I have tried many suggestions I found on Amazon as well as other forums, but to no avail."	1
1156	Id stick to a DLink/Netgear for Home Office networking in the future.	0
1157	Fairly easy to set up.	1
1158	Promotional software is helpful but is only a trial so what appears to be something special is actually extra.	1
1159	"While range is supposedly enhanced, I can tell no difference."	1
1160	The N speed is nice for my wife who has that capability built into her laptop.	1
1161	Seems to need fewer occasional resets to keep it alive than most routers.	0
1162	The router was very easy to install.	1
1163	The walk through instructions were very clear.	1
1164	You need to know a little bit about your internet connection but thats readily available through your provider hopefully.	1
1165	Setting it up was fast and easy!	1
1166	NOT happy with this product	1
1167	"slower than my G router (also linksys)took forever to set up , and more than 2 hours on the phone with linksysfinally working, and SLOWER than my old router"	0
1168	"I wanted to get my old router back on my network, and it would work anymoreAsked linksys to help me set back up the old router so I could return the new one....and..... they said the old one in out of warranty and wouldnt help me without charging a fee...which I refuse to pay... so Im stuck with this crummy router"	0
1169	No more LInksys for me....  when I have time Im moving over to another brand.	0
1170	Ive had this router for about a year now.	0
1171	"It looks good, runs cool, has blinking lights"	1
1172	"I dont use the software or the wi-fi protected setup, that seems to be the part people have mot of their problems with."	0
1173	I dont bother calling technical support.	0
1174	I just login to the router with the 192.168.1.1 and setup the wpa2 security/password.	0
1175	Something most people dont do to increase their security is turn off the SSid broadcast.	1
1176	"Your network is then hidden from others, all they see is wireless network, they have to guess the name before they cold even attempt to access it."	0
1177	Pick a random wacky name/number combo and your good	1
1178	I have the following connected:-wired PS3/Xbox360/PC/Roku/AV Receiver-wireless Laptop X 2/Wii/Android phonePROs- I stream Netflix/ and surf the web heavily and get 20+ mbps download speeds.	1
1179	"I play online games with no issues, make phone calls with google phone."	0
1180	It has given me no issues when it is working properly	0
1181	Cons- It needs to be power cycled on occasion.	0
1182	"When I notice things moving a little sluggishly, I reboot it, maybe every 3-4 months?"	0
1183	"BUT, how often do you reboot your PC?"	0
1184	"About a month ago the reboot didnt fix it, so I reset the router, then setup the security again."	0
1185	"It has been working fine since, I have been streaming LOTS of netflix and surfing lots of WWW and it hasnt had an issue since"	0
1186	Overall I am satisfied with this router.	1
1187	Its not perfect but its better then the alternatives from Belkin/D-Link/Netgear.	1
1188	"It seems each of those has a major issue, or maybe its just that people dont know what they are doing."	0
1189	Maybe half are broken and half work fine witch all of the reviews for this router seem to suggest.	0
1190	THe network magic does not allow me to use the features.	1
1191	You are better off with the free version because customer service is almost not there.	1
1192	I purchased this router back in March 2010.	1
1193	It was easy to setup and works well.	1
1194	No dropped connections at all	0
1195	I have had problems with my previous routers.	0
1196	I remember re-booting them everyday.	1
1197	Now I dont even remember the last time I re-booted this one !I would recommend this product to anyone looking for peace of mind ..	1
1198	I needed a new router and went with Linksys since I had one before.	0
1199	I was unable to set it up myself but the Linksys tech was very nice and patient with me.	1
1200	We got it set up it is working great.	1
1201	Hi - decided to drop a few lines and hopefully save some headache to potential new buyers of this brick of an equipment.	0
1202	Unfortunately I ended up buying this router after reading the reviews on Amazon.	0
1203	Lots of people complained about its unreliability however few people mentioned that with the DD-WRT software the router would work fine.	0
1204	Anyhow...I bought it and initially installed it with the default Linksys firmware.	0
1205	The router was running super slow via wi-fi.	1
1206	With direct connect cable speed was OK but via Wi-Fi it was unbelievably slow.	0
1207	So I decided to upgrade the firmware to DD-WRT.	0
1208	After installing this firmware the change in speed was dramatic - as good as with direct connection via LAN cable.	1
1209	Unfortunately the router started dropping connections all the time.	0
1210	I fiddled with multiple settings based on recommendations I found online however no luck.	1
1211	This router is a piece of junk and to save your time and money....DO NOT BUY IT.	0
1212	I personally find the time spent trying to fix this junk more valuable than the $ spent.	0
1213	"Cisco tries to force  its software for management, not good to do that."	0
1214	Wireless stability not good.	1
1215	"Much, much better the Linksys 54 G"	1
1216	This is a good router and gr8 value for money but..the firmware should be upgraded as soon as you get it since i encountered alot of issues with the old firmware.	0
1217	"After the upgrade, router had solid performance..no complains thus far..UPDATE: router started dropping connections so i installed dd-wrt firmware and its better than ever..no probs and incresed range and speed."	0
1218	DO NOT BUY THIS PRODUCT	1
1219	"I purchased one over a year ago and since last month, it started randomly dropping connections."	0
1220	Very annoying.	0
1221	Only solution is to restart the router.	0
1222	"Customer Support tried to help out but, at the end they decided to send me an older version"	0
1223	So KEEP AWAY from this product.- A very unhappy WRT160N v3 user.	0
1224	This has to be by far the WORST product I ever purchased (next to Belkin) for a router...It drops wireless conections like Iron Man drops bad guys....very lousy range and signal strength...Bring back the antennas...How do you expect to get any range with no external antennas and 1/8th of a watt power??	0
1225	This was the second Cisco refurbished I bought.	0
1226	NONE of them worked properly.	1
1227	"First one died, second one was unstable."	0
1228	Switched this N router for an old linksys G and internet is stable and running 10 times better.	1
1229	Dont buy this item.	0
1230	"I love the Router, I didnt like the fact that when I bought it, It wasnt restored to the factory settings so I had to figure that out while having the previous owners password and username on there, After about an hour I figured it out, Works great for what I needed it for, Im running a laptop and a ps3, The Laptop is my media server for the ps3 and I havnt had a problem with it, I dont know about running lots of things off of it but for what I needed it for I cant complain, And Especially when it came to the price, Cant beat it"	1
1231	I bought this via Amazon and have had it for a few weeks now.	1
1232	"Set up was a snap, just plugged it in to the wall/modem and navigated to the home IP address, where I set the name and password."	0
1233	"For a simple home network, what else do you need?This router replaced a very old router that was humming when plugged in, and had been heat-stained from white to yellow."	0
1234	"It was having shoddy performance, and replacing it with this router made a world of difference."	0
1235	"This routers wireless performance is very bad: slow speed, dropped connection frequently."	0
1236	"After one year, it is completely dead."	0
1237	"When I contacted Linksys customer service, I was told its no longer supported."	0
1238	This router does exactly what it is supposed to do and does it well.	1
1239	Ive had it hooked up for a couple of weeks now and its working just fine with both my primary laptop and my supplemental one.	1
1240	"If youre looking for an inexpensive router, this is a good one to get."	1
1241	I bought a new one.	0
1242	it works well as a wired router	1
1243	"I usually use my laptop, few meters away from the router (same floor).But the wireless signals disconnect very often."	0
1244	The wireless signallasts possibly for few minutes in the worst situation.	0
1245	I bought this router after trying two others.	0
1246	"It was the only one with sufficient range to reach a repeater through solid masonry walls so that my entire apartment had WiFi coverage, and the only one that maintained a constant connection with the repeater (the Netgear and 2Wire routers I had tried previously simply couldnt stay connected to a repeater)."	1
1247	"Yes, the WRT160N did drop connections with clients until I upgraded the firmware to the latest version."	0
1248	"With that problem solved, it appears to be rock-solid in performance."	0
1249	I bought this router as company refubished.	0
1250	Within four months time it stoped working.	0
1251	When I contacted the customer support they told to upgrade the firm ware and asked to pay $30 for that.	1
1252	I bought a new router for $29 from another company and it serves my requirement.	0
1253	I purchased this product to replace an older Linksys router that finally died.	0
1254	The router does not come with much documentation but fortunately does not need much.	1
1255	The vital information that the documentation leaves out is the administrator password.	1
1256	"Fortunately, having owned Linksys before, I know the defaults."	0
1257	This information is also available on the Linksys/Cisco web site FAQs for the device.	1
1258	"If you dont know, the default administrator password is admin."	0
1259	Linksys still uses 192.168.1.1 as its default address.	0
1260	You will need to know that too.	1
1261	This is how you configure the router	0
1262	"After getting logged in, I set up the SSID and turned off SSID broadcast for the wireless."	1
1263	I then configured my Wireless security features.	1
1264	Nice to see this one now supports WPA2.The one thing that was different from my old router is this one has a power switch located in the middle of of the LED indicators.	1
1265	"As the unit is all black, it is a little hard to see."	0
1266	"But if your power LED is blinking, then you are not yet in the ON state"	0
1267	Installation was flawless and quick.	1
1268	I had a Linksys WRT160Nv2 for almost two years and it worked great.....until tonight.	1
1269	"I upgraded my firmware (v2.0.02) preloaded, with the v2.0.03 from the Linksys website, and it killed my router."	0
1270	I was on the phone with CISCO/Linksys Support for almost an hour and could not connect to the router at all.	0
1271	I had to purchase a new E1000.	0
1272	I was provided a $15 discount on a $69.99 pricing for the new E1000.	1
1273	Puts a whole new meaning to firmware upgrade.	0
1274	Proceed with caution.	1
1275	This router is HORRIBLE	0
1276	"Sure, it is easy to set up."	1
1277	"And it does, after a fashion, transfer packets across a wireless-G network"	0
1278	"But dont try to transfer large files!For example, I have a few TIVOs in my house, and I transfer entire programs and movies from one TIVO to another (in another room).All works well for a few minutes, and then the router stalls."	1
1279	It stops transferring packets	0
1280	"The only solution is to power it down, let it cool, and start again."	0
1281	"If you are lucky, you might get the entire file transferred."	1
1282	But dont hold your breath	0
1283	"Now, I thought I just bought a particularly bad router; a lemon per se."	0
1284	So I bought a second.	0
1285	Same problems.	0
1286	At least I got a refund for the second one	1
1287	So do yourself a favor and stay away from this router.	1
1288	It is only good for a landfill.	1
1289	Very nice and easy to setup	1
1290	Nice futuristic design.	1
1291	Looks awesome on the table	1
1292	I got slower download speeds from this router than when I bypassed it and connected directly thru my dsl modem.	0
1293	After about a year the thing started to fail.	0
1294	"After a month of trouble, I called Cisco."	0
1295	"It was out of warranty by 4 (yes, four) days and they refused to do anything about it."	0
1296	Theres a reason this router has so many 1 star ratings.	1
1297	"As for Ciscos customer service, its not really a service at all."	0
1298	Great compared to my old netgeat that did not have support unless you call India call center support and it was not working and no repair	1
1299	This router is perfect for my apartment.	1
1300	Very easy to set up.	1
1301	If I do have any issues they are solved by taking the power cord out and sticking it back in.	0
1302	I love how small and flat this router is.	1
1303	I replaced a WRT-150n that was beginning to work erratically with a new WRT-160n.	1
1304	"Over several days trying to install the router (both on Mac and Windows) without ever getting to the point where the installation could find the router, I called Linksys tech support."	0
1305	After two hours on the phone with a technician and providing access by the technician to my computer there was still no way that the router could be installed with the software provided with the router	1
1306	After reading several comments on Amazon I decided to just plug in the router and install it using the Windows 7 installation routine.	0
1307	The Windows 7 routine worked without a problem and in just a couple of mouse clicks a secure network was set up that is working flawlessly.	1
1308	The WRT-160n works well and has a greater range than the WRT-150n that it replaced	1
1309	"Recommendation: If you have a problem with the Linksys installation software, try the Windows router installation routine."	0
1310	The router was very easy to setup.	1
