Count,NewDate,Model,Rating,HelpfulYes,Helpfultotal,Date,UserID,Title,Review
109,XX,B002M782UO,3,0,0,21-Jun-13,AVBOIJA30KPZB,Leaves cut marks,Light weight and easy to clean but all knives leave marks in wood. Will not last long due to porous surface. looks great but not as durrable as expected.
110,XX,B002M782UO,5,0,0,3-Apr-14,AXWB93VKVML6K,Handy,"Have you ever thought, Gee, we have too many cutting boards..Not me.These are solidly made and finished (smooth)VERY handy."
111,XX,B002M782UO,5,0,0,2-Apr-14,A1W04OJDHD3DAP,Worth the Price,"Excellent set of boards that can be used to perform different tasks. Quite inexpensive and worth it. I use one for meat, another for breads and the smallest for veges."
112,XX,B002M782UO,3,0,0,31-Mar-14,A169L6FWPZ186H,Bambook Boards.,Need bamboo restoring oil before I can really use it.  I triedto use it without but it seems to make marks.  It is on holdtill I get the oil.
113,XX,B002M782UO,5,1,1,25-Mar-14,A14RCZXAW50QR1,Cutting Boards,I really like these cutting boards. They are very sturdy and come in 3 sizes too. I chop lots of vegeies for salsas and such. They work great!Will buy again. Thanks.
114,XX,B002M782UO,4,1,1,24-Mar-14,A2KOBU6OZE4O20,Good price for sturdy heavy bamboo cutting boards,I am very happy with the three different size boards. The little one is good for cutting fruits etc. Sturdy and heavy built.
115,XX,B002M782UO,4,1,1,24-Mar-14,A4X72CUTZDYX9,Nice value board,"Well, unlike a few others, my boards are still in good shape even after a few months of use. I did not apply mineral oil to them, just some olive oil - and they're holding up well. They're a bit thinner than expected, but that doesn't impact their performance.I will agree that the smallest cutting board is kind of confusing - I've used it to cut up carrots and salami for myself, but even for a single serving it is small.Overall, I would purchase again."
116,XX,B002M782UO,1,0,1,22-Mar-14,A3SW8O6SB2JV1W,poop,They all cracked after 5 washes . And were very difficult to get the most part of this.  Dont buy
117,XX,B002M782UO,4,0,0,21-Mar-14,A2SP80TP5B7QBW,These are nice,"These bamboo cutting boards are great. They must be taken care of in order to make them last, but they are easy to clean by hand. They were a bit smaller than I thought they would be, but I am still happy with my purchase."
118,XX,B002M782UO,5,0,0,21-Mar-14,A3CDOUDERZGJHO,Beautiful Cutting Board Set,"This cutting board set, with 3 different sizes, is practical and looks great in my kitchen.  In fact, they look so great, I leave them out on my counter top, so they're always handy.  The set I bought is in a vacation home, so I really don't know how they'll stand up with regular use and washings.  Even so, for the price, you really can't go wrong with this set.  I would definitely recommend this bamboo cutting board set, whether you buy it for your own home or as a gift."
119,XX,B002M782UO,5,0,0,20-Mar-14,A1NF5BKHD18JPV,3-Piece Cutting Board set is as picutred!,The cutting boards are perfect! They look awesome and I like the three different sizes. I like the smaller size to take out on the patio next to the grill and the larger ones when making dinner inside! It is easier to clean everything at the end of cooking instead of rinsing one board in between each time! I also like how they are lightweight and easy to store away! I would recommend this to my friends.
120,XX,B002M782UO,5,0,0,20-Jun-13,AOYDLO9B6M9HL,I love it.,"It's pretty and easy to use and looks very quality for the price. I love the way it was packaged, almost so decorative that I hated having to cut the plastic cords and the packaging off to use them. You could kinda use them for kitchen decor if you didn't need them to cut up stuff."
121,XX,B002M782UO,1,0,0,17-Jun-13,A25NVPUG0B5Q5Y,Poor quality,"The wood is terrible. Splinters all over the place and wasn't worth the money spent, no matter the discount. Wood gets into the food. Not finished."
122,XX,B002M782UO,3,0,0,17-Jun-13,A378YD4T64F04,Good product but a bit too small,"Quality is great, but I've found after using these for a few months they're really made for small dicing jobs. I've actually started using them as food trays more than anything else."
123,XX,B002M782UO,5,0,0,16-Jun-13,ATPZK2SUA9Z8V,great buy for the money,"great sizes, great quality and you cant beat the price even in cheap stores the plastic cutting boards are about 5 dollars! love it"
124,XX,B002M782UO,5,0,0,14-Jun-13,A2PYTIESYFWXQN,Great product,I am very pleased with this product as is my wife.  They are attractive and tough enough to cut on.
125,XX,B002M782UO,5,0,0,12-Jun-13,AJB05ZZM5D639,great,I would most definitely recommend this product (Totally Bamboo 20-7930 3-Piece Cutting Board Set) to my family and friends. Great product.
126,XX,B002M782UO,5,0,0,10-Jun-13,A2JG9QXM1IIE38,these are great,"these cutting boards are great, and all the three different sizes makes it easy when cutting smaller items like apples or tomatoes, or when you only have a couple things that need to be sliced. Also they are easy to clean and don't take up too much space in drawer or cabinet."
127,XX,B002M782UO,5,0,0,10-Jun-13,A7G75CQWWBO7W,Awesome.,It was a gift for my husbands birthday. He loves Bamboo and loves theses cutting boards. There are exactly as described online.
128,XX,B002M782UO,5,0,0,10-Jun-13,AKWWEE40AB0NH,Cutting board.,"They are cutting boards. Nothing special, They do their job and not too fancy. Easy to clean I guess I would recommend."
129,XX,B002M782UO,5,0,0,7-Jun-13,A6R9MS4NAAOIS,Good addition to the collection,"We already had a set of food network bamboo boards. Bought these to replace them since one was warped and we really like bamboo. These are smaller, and we have found that it is really convenient to have a lot of boards and to be able to use the size you want. The smallest one is good for serving a bite of cheese or taking a slice from an onion."
130,XX,B002M782UO,2,0,0,4-Jun-13,A2IWSO5TUUDXUU,Horrible product,"These three boards won't stand up to everyday use.  By the second time using the large board (hand washing it), it started to split and by the six time trying to use it, completely broke in half.  The medium sized board lasted a bit longer, but over time also warped and the handle has now broken.  Would not recommend this product."
131,XX,B002M782UO,1,0,0,3-Jun-13,A1Z5PP0IVJ7CAY,Poor product,After a few weeks they were so warped they became dangerous to use and then just split in half. I would not recommend to you.
132,XX,B002M782UO,3,0,0,1-Jun-13,A3J0FCL6KU2251,bamboo 3 - piece cutting board set,"I Thought that this set of cutting boards would be larger, but they are useful. They clean easily and are dishwasher safe."
133,XX,B002M782UO,3,0,0,31-May-13,A12VYPXP0GR2U7,Nice material,Much smaller than I expected unfortunately.  I wish they would have been larger then they would have been  good value.
134,XX,B002M782UO,5,0,0,30-May-13,A24WPSDKFU01TY,EXCELLENT PRODUCT,My wife and I LOVE this bamboo cutting board!!!Excellent for preparing meals.Excellent quality and look.I would definitely recommend this product to others.I should have brought more for Christ-mas gifts.
135,XX,B002M782UO,5,0,0,29-May-13,AOZLM9VRG56FZ,Easy to use and Great,"So I bought these because my old cutting board had split in two. This was a great addition to the home because they are light, durable, and have size options for what you need. I have not placed them in the dishwasher because I do not want them to get damaged by the heat. I hand wash them and it is just as easy to clean because it's a flat surface. I have not needed to oil them at all. I just received them washed them and started putting them to use. They are very handy and so far so good."
136,XX,B002M782UO,4,0,0,27-May-13,A3H1GW39S7KNMK,Bamboo Boards,The product arrived in a timely manner. I would definitely recommend this seller and item to anyone. The only issue I had was that the boards seem to smell kind of funny.
137,XX,B002M782UO,3,1,1,24-May-13,AU5003XM604YF,Not what I expected,"The boards are good quality, but when I got them they came with a note that I needed season the boards with mineral oil or some other special stuff that did not come with the boards. It wasn't a big setback, but definitely not what I was expecting. I did not end up seasoning them and they have worked fine, although I admittedly do not use them as frequently because after a year they have started to warp a tiny bit. Otherwise they dry really quickly after washing, which is a big plus for me."
138,XX,B002M782UO,2,1,1,23-May-13,A3FDGAY2F3ADOY,A good deal but not made to last,"I've had these for about 6 months and while they seemed nice at first, they have begun to warp and the handle piece has broken off on all three. They are still usable but not all that attractive anymore. It would have been nice if they had been made to be sturdier, I wouldn't be surprised if they start to split entirely in a few months. In the past I've had both wood a plastic cutting boards last for years and years so in comparison these do not seem worth the money, even if they are inexpensive."
139,XX,B002M782UO,2,1,1,22-May-13,A2S5HCT7Y09BU7,They look nice... but are fraying a lot.,I really liked these out of the package. After one use however they are fraying off pieces of bamboo. This concerns me because it is stained and the fragments are ending up in my food. If I could do it over I would spend more money on better quality.
140,XX,B002M782UO,5,0,0,16-May-13,ABSV4LC32VJVL,perfect additon to kitchen,have often needed cutting boards for food preparation. Was very pleased to find this set as the boards have been a perfect fit
141,XX,B002M782UO,3,1,1,15-May-13,A1EQ7Q5FFNOHHB,hum I would think about buying a second set,"you have to buy the oil and treat the board, sounds like before use. So it is not sealed before you purchase, they have a strong smell, makes me wonder are they safe for use."
142,XX,B002M782UO,4,0,0,13-May-13,A2BT2MB0AYK8E9,"Decent price, great look","I looked at the measurements, but the boards are a lot smaller than I thought.  Nice though to have the extra cutting boards. I love the look of the bamboo"
143,XX,B002M782UO,5,0,0,13-May-13,AWT1MZ359T0W7,Very Nice and Clssy,"I really prefer wood cutting boards, usually I dont purchase products with such low review stars but I am glad I got these because I think they are very good quality. Happy with the purchase"
144,XX,B002M782UO,5,0,0,13-May-13,A3S3V27WD0RXY5,Great hard wood.,"I wish the sizes were bigger, especially the larger one. The surfaces are great for cutting veggies. If the sizes work for the purchases, it's a great product."
145,XX,B002M782UO,5,0,0,13-May-13,A2Z8OLSNBLS4T4,Very nice cutting surfaces.,"So far they have held up to vigorous use. I am a person who uses a cleaver for everything, like Christian Kane, that includes garlic."
146,XX,B002M782UO,1,0,0,11-May-13,A3SXW7TWZ87ACZ,Warp Easily,These boards warp very easily and I have only had them for 6 weeks.I would not recommend purchasing them.
147,XX,B002M782UO,1,0,0,9-May-13,A1GT8H36BCMSJP,Poor quality!!!!,These are the worse cutting boards ever! The 2 larger ones broke at the handle and then they eventually split in half. The only one that remains is the smaller board. This was a complete waste of money and they didn't last long.
148,XX,B002M782UO,2,0,0,6-May-13,ALNFHVS3SC4FV,Lacking in quality,"I bought this set during a lightning deal during Christmas time. I was very excited about this set because I got it for such a good deal but I guess the old saying is true that you get what you pay for.The sizes are on the smallish size but I like that. I wanted some small boards for just light chopping and slicing.The bamboo is attractive but one of the boards after just a few months of use, has started completely splitting in two at one of the wood strips in the middle of the board. I am familiar with bamboo care and have not abused this at all. I have never let it sit in water and have never put it in the dishwasher and still, it is completely splitting in two.The size and look is nice but disappointed that one has started cracking."
149,XX,B002M782UO,3,0,0,6-May-13,A1Q51BB6QHUJBA,lasted a few months,I bought these because they were cheap and due to that they did not last very long.  Wood started falling off around handles.  They did the job while they lasted though!
150,XX,B002M782UO,5,0,0,3-May-13,A3RKT3BIRAPNIA,Even small size uesful,"Based on customer reviews, I treated the cutting boards before using them with conditioner purchased on Amazon ( Howard BBC012 Butcher Block Conditioner Food Grade Mineral Oil and Natural Waxes, 12-Ounce ).  I've been using the boards everyday for a month and have had no problems.I found even the smallest size board useful (unlike some reviews) - it is a good size for slicing up an apple or orange. Surprisingly I use the medium and small boards most often.Since I bought this on a gold box deal, it was an especially good value."
151,XX,B002M782UO,5,0,0,30-Apr-13,A3NEDDQQRH8OV9,Nice variety of size,"These are nice quality cutting boards.I like the sizes, wish the little one had a handle or at least a hole."
152,XX,B002M782UO,5,0,0,27-Apr-13,A57UJ8C5I1CZQ,Solid purchase,"Great for me as a college student.Easy to stack, durable, easy to use.Lasted though a few houses and lots of roommates."
153,XX,B002M782UO,4,0,0,26-Apr-13,AJWXTFR98IHP8,Affordable and effective,"These are nice cutting boards, especially for the value. They look great, are environmentally friendly and quite durable.Bamboo cutting boards are harder than most other woods and much harder than plastics, so they can be harder on your knives, but they show less wear. Even after heavy use these only have a few nicks.Remember to get some kind of wood oil and treat these first. It is very important to treat these cutting boards properly before using them. Once they are treated, you wont be disappointed.They do warp easily if stored upright, so try to find a flat place to store them. I store them underneath my pots rather than leaning against them like I would put a plastic board. They lose half a point for that and half a point for the finish. It's not rough, but it's obviously cheap."
154,XX,B002M782UO,5,0,0,26-Apr-13,A2D2WSCDV4E2BB,Great gift,Person who got gift just adored it. Great gift for the home kitchen. # sizes made it efficient for cooking. and having 3 was wonderful so they could be used seperately and not have to stop and wash one.
155,XX,B002M782UO,5,0,0,23-Apr-13,A9GE0I1CU1S7J,"High quality, good variety","These are very attractive and high quality cutting boards, and it is nice to have several sizes. No splintering or uneven surfaces, the boards are great."
156,XX,B002M782UO,1,0,0,23-Apr-13,A2CMO69ZA8BL1P,Warps and splinters,"I never wash these boards in a dishwasher and had always hand washed and hang dry them.  However, after using them for about 3 months or so, the board warps considerably.  It will not longer stay flat on the table and wobbles.  Not only that, the bamboo surface has alot of splinters.  I can no longer use them due to the danger of rocking cutting boards, and having splinters going into my food (imaging eating the food and then have splinters stab your gum....)This happened to all 3 boards, so they all went into the trash can.  Guess I'll stick to either plastic or real hard wood boards instead of these cheaper bamboos."
157,XX,B002M782UO,1,2,2,17-Apr-13,A2LT3PJUFVGRK6,Unfortunate,"I have a bamboo cutting board that I love and I have had for about 5 years, so I thought these would make a great Christmas gift for a friend that likes to cook. When she received them, I suggested she treat them with some bamboo oil that I used for mine to ensure they would last longer.A few weeks ago, I went to her house with some friends for dinner, and I noticed the boards were starting to peel. There were little pieces of wood mixed in with the food she was cutting on them.I insisted on trashing them. I am very disappointed, and I do not recommend this product!"
158,XX,B002M782UO,5,2,2,14-Apr-13,A2O21H6UE4WBRL,6 months and still look great,"Bought these in November. Saw some reviews about bad wear or splintering with extended use, so waited to write my review until I could see for myself. Now, I DO season these with mineral oil, just like the enclosed instructions say to do. I did it when they were new, and I do it again every now and then, especially if they start to look dry at all. They are holding up very nicely. I don't see any unusual wear or splintering. We use these daily and I think they are great."
159,XX,B002M782UO,5,0,0,12-Apr-13,A1FMRC8KE0K8PQ,Love them,I bought these in December when amazon was having their special deals. I got them for a great price. We love them. I will never buy a cutting board that isn't made of bamboo.
160,XX,B002M782UO,5,1,1,11-Apr-13,A2I6KBFBFIORH7,Very Nice Cutting Boards,"I bought these boards when Amazon offered them on sale. Our old boards were getting pretty rough, so the offer was timely. These boards are quite nice, exceeding our expectations. They are thin, but not too thin, light and very well made. They are made of laminated bamboo. This material is easier on knife edges than our previous plastic ones yet they are not easily scratched. They must be seasoned with a non-degrading oil, such as mineral oil (not a vegetable oil) before they are used and occasionally thereafter. They must not be cleaned in the dishwasher, but washed by hand with a non-caustic soap and warm water and dried with a dishtowel.They are somewhat more trouble to maintain than plastic or hardwood cutting boards. However, they should last a long time, be easier on our knives, and they are an attractive addition to our kitchen."
161,XX,B002M782UO,3,0,0,11-Apr-13,A14T0OO4U0QHDT,Does the JOB and on sale was great,I use these cutting boards everyday. The only one that is useful is the big one. I gave it 3 stars because I like a small groove on the outside of the board to trap any juice. Other than that it is lightweight and easy to clean. Yup Yup
162,XX,B002M782UO,2,0,0,10-Apr-13,AEEGLS16Y6IDA,Flimsy,"I liked these a lot when I got them. But two of them have split already, and I've never put them in the dishwasher. They seem very lightweight compared to other boards I've had."
163,XX,B002M782UO,4,0,1,8-Apr-13,A2NLP09H0VRPD7,Nice boards,"The set looks great, and I can't wait to  use it.  Someday I hope to get a much  larger board -- for my husband to use after hunting and fishing!  :-)"
164,XX,B002M782UO,5,0,0,8-Apr-13,AX3NJP2M2X1R6,awesome,"I have had many cutting boards. These are great, multiple sizes have been using for 4 months and NO SPLITTING! I hand wash, do not soak them and make sure they dry completely."
165,XX,B002M782UO,1,0,0,6-Apr-13,AQLURIK8X668G,dont waste you time or money,absolute JUNK!!! i washed them in the sink and even used the oil reccomended and they still fell about after a month.. i will NEVER buy these again. not worth the money at all!!
166,XX,B002M782UO,5,0,0,5-Apr-13,A3PAGG5JPJP1Q6,Bamboo,"I was really worried I would get these and they wouldn't be as described, but they are great! Ive had no issues with them at all!"
167,XX,B002M782UO,1,0,0,3-Apr-13,ALV6WM8MZWJMI,Poor Quality,I am reluctant to start using these boards. Strands of bamboo are already peeling off the boards! I am very disappointed.
168,XX,B002M782UO,2,0,0,31-Mar-13,A3H0WPPP6LLKEK,"Lasted for about 6 months, then they split","We bought these as an affordable and environmental alternative to hardwood cutting boards. We researched how to care for cutting boards and followed those guides by only running warm water over the boards and oiling them regularly. Despite these efforts, the boards have since fallen apart. I am someone that tries to keep my environmental impact as low as I reasonably can, but having to replace these boards every six months is not very economical. Therefore, I cannot recommend these cutting boards unless you are simply buying as a first set, on a limited budget in or just coming out of university. Otherwise, invest in something a bit more expensive, in my opinion."
169,XX,B002M782UO,1,0,0,30-Mar-13,AZZC7Z9IRESOJ,EXPENSIVE TO MAINTAIN,Everytihng is good about it except that you have to buy bamboo oil to upkeep these boards...who have time and money to do this??????
170,XX,B002M782UO,5,0,0,29-Mar-13,A1XTL95QY7YPJ8,3 years and counting.,My wife and I purchased this cutting board set 3 years ago when we got married.We enjoy cooking them at home and use them for every meal of the day just about.We wash them with scalding hot water and soap. We have never purchased bamboo oil or done anything that could be considered protective care.After 3 years not one is cracked or splintering or anything. The biggest one is bowed slightly but that was due to me sticking it in the dish washer once.You cannot go wrong purchasing this cutting board set!
171,XX,B002M782UO,4,0,0,28-Mar-13,A1JRDT803KFOKX,Good product,"These are good boards - Can't really say that I &#34;love&#34; them; after all, it's cutting boards :)  I would definitely buy them again however."
172,XX,B002M782UO,5,0,0,28-Mar-13,A2XOPD4ETSFHOI,Bamboo cutting board set,"I like the bamboo cutting board set because it offers different sizes for different jobs, clean up good and convenient."
173,XX,B002M782UO,1,1,1,26-Mar-13,AA2DW1RW2R0CG,Poor Quality,They have already started cracking and breaking after a few months. I completely regret this purchase. Spend the extra money for better quality
174,XX,B002M782UO,5,0,0,26-Mar-13,AOJBKPV6ELTE9,Beautiful bamboo cutting boards,"The small one is, really, pretty small. You can find uses for it, but not that often. They're all beautiful quality, look great in the kitchen, too. Wash real easy, and handle everything great."
175,XX,B002M782UO,4,0,0,25-Mar-13,A1SJ7FOIN8J17C,Bamboo 3-piece cutting board set,"I like the appearance and durability of this cutting board set.  Also, there are three sizes for different cutting needs."
176,XX,B002M782UO,5,0,0,23-Mar-13,ABUX8IR5O88D2,good stuff,This product was exactly what I asked for. Good Stuff. Will order more if I need more kitchen supplies and stuff.
177,XX,B002M782UO,5,0,0,22-Mar-13,A16MLJWGBC7M6A,Great Quality,"Came fast, everything in order. I love them! So easy, lightweight but heavy enough to hold up against cutting heavy roots."
178,XX,B002M782UO,4,0,0,21-Mar-13,A3GQQ1U9S8SJ2H,Great,"We bought this item some where other than Amazon, but the product is great so far. They are durable, and the three different sizes are very convenient when it come to cooking a meal, i can cut meat, vegetables and bread all at the same time! Love it, the only reason I didn't give it a 5 star is because after the first washing, it faded and lost its shine:(. But the product does hold up, and the shinyness doesn't out do the quality:)"
179,XX,B002M782UO,1,1,1,16-Mar-13,A2F10AD8S45DEV,Split and cracked within a couple washes,"I got these as a gift and oiled them after each wash.  They split, cracked and warped terribly.  Not a good product."
180,XX,B002M782UO,4,0,0,15-Mar-13,A2XLLMUQ813QUF,Nice cutting boards,I would make this purchase again. Great investment for your money. I really was confused about the seasoning aspect of it however. Some people state they never season their cutting boards
181,XX,B002M782UO,1,0,0,10-Mar-13,AW0DZWLHHW71T,board were small and the largest one was cracked,very disappointed with this product  not worth the money!wish i could have a replacement for free!i have always prefered bamboo  not to sure now!
182,XX,B002M782UO,2,0,0,9-Mar-13,A9IZL1UGUL2XD,Dry,Could not wait for these board to arrive!!! Well they are here and they are sooooo dry....  I had to buy cutting board oil and treat them several times before they were ok!!! I probably would not buy these again
183,XX,B002M782UO,5,0,0,8-Mar-13,A2Q4C5MYQKMKUB,Great cutting boards,"We have spent some time buying cutting boards that would always break because we were not caring for them appropriately. We simultaneously bought these inexpensive boards and started caring for them. That is washing by hand, drying immediately, and applying oil occasionally. These boards are great."
184,XX,B002M782UO,3,0,0,7-Mar-13,A1O9ZCN0LTKDT6,not much of a cutting board,"These boards are very very thin and wobbly.  They're pretty useless as cutting boards.  However, if you wanted to use them as stylish serving trays (cheese and bread, etc), then they're great.  The do have a somewhat pungent odor - especially when wet."
185,XX,B002M782UO,4,0,0,7-Mar-13,A17FRWQEYG9X0A,I wasn't sure,"These cutting boards are nothing fancy; however, they are manageable, stackable and hearty. They stand up to constant washing and chopping."
186,XX,B002M782UO,2,0,0,3-Mar-13,A135BRTLPJ5C37,Not a quality product,The large cutter board came with a 2 in crack starting in the mid bottom and the middle cutting board is warped and doesn't sit level.
187,XX,B002M782UO,5,0,0,3-Mar-13,AC1H8222OA4V4,Lovely,"Very pleased with these. Thin enough to be lightweight and easily handled, which is very important to someone with arthritis in their hands. But they are not insubstantial or cheap feeling. Beautiful gain in the bamboo."
188,XX,B002M782UO,5,0,0,2-Mar-13,AVIZB1GISRMTT,"light, durable and stylish","surprisingly light weight with a thin profilevery durablealso stylish, either as a contrast element on stone or metal, but can also fit in with country decor of a more traditional wood counters, etc"
189,XX,B002M782UO,5,0,0,26-Feb-13,A35GDANYTOY3K8,very nice wood,very nice wood look and feel;  they seem to take to washing fairly well and do not seem to keep odors
190,XX,B002M782UO,5,0,0,24-Feb-13,A394BUCYS39BAU,love it,"Came with card and everything, I am very happy with the item, came in throw the male just fine thanks."
191,XX,B002M782UO,4,0,0,23-Feb-13,A1D6UKETH3P8B9,great cutting boards for the price,these cutting boards are light weight and good quality.  they're also nice enough to be used to serve food.  at 9.99 they were a steal
192,XX,B002M782UO,5,0,0,22-Feb-13,A110D6U3WVLMQF,Excelente,"Excelente calidad, livianas, buenos tama&ntilde;os, duraderas  . .  . .. . . . . . . . . . ."
193,XX,B002M782UO,4,0,0,22-Feb-13,AXNDH2DADRQTS,Bamboo,"We like the product.  The only complaint is that we wish there was another size larger, otherwise it accommodates all our needs at this time."
194,XX,B002M782UO,4,0,0,21-Feb-13,ATEEM7IQQ870S,good size boards good quality,loved my cutting boards great sizes.  Mine got wet my husband left them outside so I had to throw them out because they warped.  but that was only due to his mistake they are wood.  I will buy some more they were great!
195,XX,B002M782UO,1,0,0,19-Feb-13,A39FXS2Y4G7ZQ,after one week of use broke,after one week of use these were broken. It is good look but poor quality.  I do not recommend this product
196,XX,B002M782UO,4,0,0,18-Feb-13,AAD3Z2QU4OV0F,Enjoying!,Nice and light set of beautiful wood that is also sturdy! ( An old school value in a disposable world!) Washes easily and is showing minmal wear and tear after 2 months of steady use. Remember a little of TLC with oil for conditioning.
197,XX,B002M782UO,2,0,0,17-Feb-13,A2GVV8XJQN7J9L,Be wary of this item.,"I purchased this item and it arrived quick.  I was excited to give the product a try.  I wiped the boards down with some water and dried them off with a towel.  When I came back the next morning I noticed that the mid sized cutting board had bowed.  It wouldn't sit flat anymore and had a small crack in it.  I thought that was strange, so I just tried to push it back.  Well, that was a bad idea because the board split right into 2.The larger board is a little warped now as well, but don't get me wrong it is useable. The smaller one seem absolutely fine.I guess you aren't supposed to wipe these down?  Maybe I just didn't follow the instructions.  Some say theirs broke after 6 months, mine broke immediately.Careful folks you might want to get the oil, or this isn't the product you are looking for."
198,XX,B002M782UO,5,0,0,15-Feb-13,A37NKSD8N4TW50,Great products,"I use these cutting boards daily.  The difference sizes are great for an area with limited counter top space.  They are light weight, yet have a high quality feel."
199,XX,B002M782UO,5,0,0,12-Feb-13,A8A9GCVOUDNFL,"It's real bamboo, you can smell it","It's good quality and finish. The only 'downside' is you can smell the bamboo. I wasn't sure if I need 3 but for this price, why not."
200,XX,B002M782UO,1,0,0,11-Feb-13,A1RBAK09INAUAY,Board has loose slivers like hairs coming off of it,"The board has loose slivers like hairs coming off of it and they can get into food, so I sent them back.I can't say enough about Amazon and how wonderful their return process is, so my review is for the item, not amazon.(Amazon gets 5 stars)."
201,XX,B002M782UO,1,0,0,11-Feb-13,A32918SASHEJTD,Cracks and splinters,"These cutting boards seemed decent upon first opening, lightweight and seemingly sturdy.  However, after the first washing, they all split around the handle area and also at the bottom.  They did not split in half, or into unusual pieces, instead just showed visible splitting in the wood.  I assumed over time, the cracking in the wood grain would travel and break them completely into pieces, but never got that far with these boards.  After first use, the wood splintered where all the knife cuts were.  I wasn't doing any major hacking on these boards, simply cutting potatoes with a chef's knife.  Now, when I say splintered, I mean legitimately splintered, with tiny-sized slivers of wood sticking upright from the board.  Since that was after one use and I don't intend to worry about getting slivers in anything I prepare in the future, I ended up buying a different set of cutting boards.  I would NOT recommend this because really...cracking is one thing (annoying but I can deal with it)...slivers of wood in my food is a whole different unwanted ballgame.  Be cautious when using these boards if you already have a set."
202,XX,B002M782UO,3,0,0,11-Feb-13,A1IC03XNFVWTHS,"Fine, but","The instructions ask you to oil these with mineral oil every day for a month.  I would kind of expect something so tedious to have been done as part of the manufacturing process.  The good news is that 2 months in, they look good and are a little dry, but usable.  Next time, I would probably shell out for a bamboo cutting board that didn't claim to require such extensive treatment.It's also possible that they don't need mineral oil but the company wants me to buy it from them, in which case I would still give them the same star rating for poor sportsmanship..."
203,XX,B002M782UO,5,0,0,10-Feb-13,AIXFXNX9LLZJC,great!,"I love these cutting boards, they are wonderful... my only complaint is that I wish there was one, one size larger. The largest one is just not large enough for me, but other than that they are fantastic."
204,XX,B002M782UO,5,0,1,10-Feb-13,A2I7FNNMP8ALI4,Top quality,Very nice set of cutting boards. Good assortment of sizes. If you love working in the kitchen or have kids who love to make a mess and not do dishes at this price buy 2 sets so you'll always have a clean one ready to work with.
205,XX,B002M782UO,5,0,0,5-Feb-13,A145ZMM9121X3C,Loved this product!,Loved these bamboo cutting boards is a &#34;real bang for your buck&#34;. Very nice and light weight product packaged well.
206,XX,B002M782UO,1,0,0,5-Feb-13,A2ZEOK1MUKS2A4,Bad deal,"After two days of owning the Bamboo 3 piece cutting board set,I washed them after using and the middle cutting board split about six inches down the center of it"
207,XX,B002M782UO,5,0,0,5-Feb-13,A11KZZSU942VH0,Very Nice,Very nice. Arrived as described and as promised. Need to get a bigger one for bread and lager items to cut.
208,XX,B002M782UO,5,0,0,4-Feb-13,A23HWARV5MPDIA,Great!,My new kitchen needed an updated look and these bamboo cutting boards in varying sizes are just what I needed.
209,XX,B002M782UO,2,0,0,3-Feb-13,A17J68BTLVIKW8,Ok,These are ok. I didn't know that bamboo was not dishwasher safe and that's deal breaker for me. Too much maintenance for a cutting board for me personally.
210,XX,B002M782UO,4,0,0,1-Feb-13,A20HOK2OXDYSPU,Splinters a bit,"I have only used the littlest board yet, but it splinters a bit. Hopefully that stops, or maybe I need to prevent that myself, but so far, it works lovely. I cut onions and things like that on it, and it hasn't soaked up the smell."
211,XX,B002M782UO,5,0,0,31-Jan-13,A1PN18XOHIBJ1A,Bamboo cutting boards,I like them a lot and would recommend them.They clean up nicely and look nice in the kitchen. I like them.
212,XX,B002M782UO,3,0,0,31-Jan-13,A1ET757N4QWN56,"Decent, but not exactly what I expected.","These cutting boards arrived VERY quickly. They were much skinnier than I thought they would be, but that might have been from looking at the dimensions incorrectly. I hand wash the cutting boards and every time it seems like particles of food want to stay on the board--even with hot water and soap.  I wouldn't order these again, but they'll do for now!"
213,XX,B002M782UO,3,0,0,30-Jan-13,A2Q3OX8SYM11N,Bamboo 20-7930 3-Piece Cutting Board Set,"I love the fact I received three cutting boards in three different sizes. I also really like the light weight aspect of each cutting board. My issue, the boards are already splintering and pealing from my knife strokes and average use.When I wash them, YIKES. more resin? outer finish? peels off. I've only had them in use about a month. Not sure how much longer they'll last."
214,XX,B002M782UO,4,0,0,30-Jan-13,AH4YHA2L6R9A9,bamboo cutting boards,Great deal for the price! They will last a very long time. I love bamboo. ... ... ... ... ...
215,XX,B002M782UO,3,0,0,30-Jan-13,A1XHPYG3D2WVCM,High maintenance,"Bamboo cutting boards may be beautiful and naturally anti-microbial, but they're very high maintenance. First, I had to purchase mineral oil and use it on the boards a couple of times (the manufacturer recommends daily seasoning for a whole week!). Then, every time I use them, I need to pay extra-care not to leave any water on them for more than it's strictly necessary, which I do; I wash and towel them dry as soon as I'm done cutting, but it doesn't seem to be enough, the boards tend to warp nonetheless.In conclusion, better than plastic perhaps, but not ideal."
216,XX,B002M782UO,5,0,0,30-Jan-13,A3D0HMC6RQT0N0,So far very happy with these...,These are utilitarian but look good enough to serve on as well. They're holding up fine so I'd say it was a good purchase...
217,XX,B002M782UO,3,0,0,28-Jan-13,A321AM8OKRWGQ3,Ehhhh....,"These are ok if you take care of them properly. I found these to be more high maintenance than any other cutting boards I have owned. Mine split and broke apart within a couple months. I take responsibility for it because I was washing them in the dishwasher a lot instead of wiping them down and drying them immediately. So.. if you take care them, I am sure they will do you just fine. The smallest one is veryy small. I hardly ever used it. The other 2 are decent size. Nothing spectacular about these."
