Count,NewDate,Model,Rating,HelpfulYes,Helpfultotal,Date,UserID,Title,Review,,,
479,XX,B002HWRJY4,2,1,1,17-Jul-10,AA278E1LT5IKU,Excellent! NOT SO MUCH,"Replaced DIR-655 (which I had for a couple of years) because wireless printer in basement could not be 'found'.  In short, this router was everything I hoped for: great range (using printer again), EASY setup and configuration and doesn't run 'hot' like the 655. Not a single complaint.**Update Oct 2011** Well, after 9 months of usage I got tired of the constant tinkering (particularly the last couple of months) with settings, disconnects, router reboots, etc....bought a Belkin N750 and haven't looked back.  This router firmware is just plain bad (check out the netgear forums to see the multitude of complaints) - physically the router was fine - nice range, etc... I could have rolled WAY back in firmware but that in itself had limitations in product functionality.  Lesson learned - I will never purchase a Netgear router again.",,,
485,XX,B002HWRJY4,2,2,3,9-Jul-10,A293DP9IYQS6,"Doesn't handle HD videos well (youtube, vimeo)","The setup I must say was a charm and the easy functioning of the router was a plus. The router itself was lightweight and wonderful to look at.I however was extremely disappointed with this router's price and what the company claimed it could do in exchange.The range was actually very small even using the 2.4 Ghz band. I live in a studio, and the strength signal bars (Mac computer)would go down considerably by just going to my back porch. I'd previously bought a smaller netgear router which I had exchanged for the new one, as that one was only 150 mbps and couldn't read HD videos well.  The bigger one didn't fare any better in terms of covering more range and watching HD videos online.On the 5 Ghz band, the coverage wouldn't even extend any further than the room I was in, and it's a tiny room; I was really surprised at that.But then, and this was the most frustrating issue with this router, was the fact that the HD videos would systematically stall on youtube when this router was clearly advertised as being able to handle HD videos. I use cable, and usually HD videos function quasi-seamlessly when plugged in directly from modem to computer so it wasn't a modem issue.On the 5 Ghz band, the HD videos would stall just as well and in fact just as bad as the previous smaller, cheaper netgear router that I'd bought for only $40 some bucks.I tried dealing with this for almost a month, until a friend gave me his Linksys ($60) router.  I must say I finally returned the dual band guy, and I can actually say that the Linksys (much cheaper router) is quite smoother and handles videos better than the bigexpensive guy. So all in all, I find that Netgear didn't try their product well before releasing it. It's definitely not worth the money, it has great potential to be an awesome router, but it isn't in spite of all of its good qualities, and from I've read from other enchanted reviews.It didn't do some of the most important things it was advertised as. This is a typical case of companies overly eager to either make money from a product that's initially a good idea, but falls short of what it's supposed to do, or companies that focus more on the competition than actually making a solid product that does basic stuff, but does it well at least.Just a thought.",,,
501,XX,B002HWRJY4,2,0,2,18-Jun-10,ATG434H1E6QU1,Dead After Three Weeks,"I got this router May 22nd. It is now June 18th and the router is dead, lying on my bed. In those three and a half weeks, I have had one of the best wireless router experiences of my life. This thing was rock solid. No disconnections at all, and great speeds. Wireless coverage was a little limiting, but it could easily hand my apartment. But now, the lights are not blinking, and it is dead. This is unacceptable for a router of this price. Consumer wireless routers are crap in general, so I was hoping spending $150 bucks on a router would be the ticket home, but alas, once again, I am let down. I am kind of tempted to replace it with the same model, but I absolutely cannot spend $150 dollars on a router to only have it die withing a year.",,,
507,XX,B002HWRJY4,2,3,6,8-Jun-10,A24Z1Q23IAYV6C,"Easy to set up, looks great, but doesn't operate great.","Bought this wireless router as I was seeking a dual band router with a dedicated N band and guest network.Initially impressed with the ease of installation and simple interface. Easy set up and quickly able to configure for the G and N SSID's, passwords, etc. Plus the unit looks great and is able to lay flat or stand on its side with the optional bracket.  Another real plus was the range of the wireless signal on both G and N.Unfortunately, beyond this it simply doesn't work - or work properly. As others have pointed out, many of the features are not accessible or flat out don't work.  But most frustrating was that the router kept dropping the connection from one or more computers at any given time. This required constant resetting of the router to regain the connection with the computers.NetGear support was non-existent.  No recent firmware release to correct the issues.  Internet searches and NetGear's support forums indicate that this router has issues but there are no fixes (at least yet).Fortunately, Amazon has great customer service and took my defective router back.",,,
529,XX,B002HWRJY4,2,3,4,23-May-10,A167KIIUU75L1V,Very disappointed in this product,"I bought this based on the positive reviews up here and elsewhere.  My experience has been a sharp contrast with all the positives I've read.1.  Limited range.  I replaced a Belkin Pre-N wireless router that I've used forever.  I put it in the exact same spot as the Belkin.  This one has less range and limited connectivity.  It will not reach all the rooms in my home that the Belkin did.  I may have to send it back if I can't find a solution.2.  Ease of installation.  Everyone says this is so easy.  I launched the installation wizard and discovered to my dismay that it does not support Vista 64-bit operating systems.  So, installation required two phone calls to India.3.  Technical support.  It took two phone calls because the first guy -- who was impatient and short-tempered -- hung up on me while I was away from the phone trying to find a power point to plug in the router.  The problem was that the transformer is oddly configured (in the plug) so that it took too much space to plug into the one open slot on my surge protector.  I will say that the second tech I got was much more helpful and stuck with me until we got the router installed successfully.4.  Too little bandwidth.  I bought this router to upgrade to dual band to transmit to a new Samsung TV.  We watched one Netflick using the old Belkin and we had about 6 interruptions for dropped signals.  With the new router, we were unable to watch a single Netflick on either band -- we had maybe six interruptions within the first five minutes.5.  No documentation.  There is no user manual or installation manual in the box.  This is absurd to pay $150 for a router and not even receive a paper manual on how to install and use it.All-in-all this has been extremely depressing, especially considering the high expectations that I had based on the reviews.  I will stick with it a while longer, reading the on-line user manual for tips on how to improve the range and bandwidth.  If that fails I'm willing to call India again, but so far this product is inferior to outdated technology that was working almost adequately.",,,
536,XX,B002HWRJY4,2,1,2,15-May-10,ALF8RLVBLHV6O,Unreliable for home office use,"I wanted to like this router.  Really, I did.  After doing hours of research, it came down between this one and the Apple Airport Extreme (simultaneous dual band).  I decided to get the Netgear based on glowing reviews. Got it all set up, current firmware and all.  It's nice having a simultaneous dual band router - wireless G for range (reaches 3rd floor from basement) and wireless N for fast data transfer.  One thing to note is N has pretty short range.  This isn't necessarily the router, rather the spectrum N uses.  One of the main things I need a good, reliable router for is Ooma VOIP.This router reboots randomly during VOIP calls, disconnecting the call.  Pretty frustrating when you are on conference calls.  I've tried every setting with QOS, etc, and it still does it.  Also it tends to get 'paralyzed' at times which prevents you from loading any web pages.  The signal is there, but it won't connect to the web.  Solution?  Unplug, wait, plug back in.  Then it works for another few days (but still disconnects Ooma VOIP calls).I finally had it with this thing.  I bought the Apple Airport Extreme and it works wonderfully.  I can Ooma, stream from my two Squeezeboxes, Have four computers connected, stream Netflix, and stream a movie from my Windows Home Server to my PS3...all at the same time with no reboots, etc.I can't recommend this router because the firmware is just too buggy.  It's unreliable as a business tool.  Once Tomato or DD-WRT makes its way to it, my guess is it will be better (the hardware specs are impressive).My two cents.  It's great on paper, but falls short for serious applications (home office use).",,,
550,XX,B002HWRJY4,2,13,15,26-Apr-10,A21KWNC0HKC3ZJ,"Fast wireless, not so stable, not so featureful","I bought this router as a replacement for my aging linksys wrt-54, and while the router is easy to setup and use, and the speed is pretty good when using a newer 'n' wireless capable machine, the featureset and stability is less than great.Firstly, the router randomly stops allowing new connections, while existing connections remain up. New connections simply fail to resolve dns. The only solution is to reboot/powercycle the router. I've had it go for a couple months or so, then fail several times in a week. If I get a month between reboots, I feel lucky.Secondly, this high end, expensive router, fails to have the basic feature of Port Address Translation (PAT). Meaning you can not map/re-direct external ports to internal port/ips. You can only do a straight ip map. This means you can not setup multiple external SSH, VNC, remote desktop or other services without reconfiguring each of the equipment to listen on non-standard ports.Thirdly, while I knew this router did not have in/outbound VPN support, its very disappointing for something of this expense and class to not have it.Forth, I've had the router auto-reconfigure the LAN ip from 192.168.1.x to 10.x.x.x on occasion when my dsl modem fails to connect or pickup right away (typically after a power outage when both router and dsl have been down). I have to switch a PC manually over to 10.x and reconfigure the router back to 192.168.x network. Its extremely aggravating.I've seen 2 firmware updates, but neither made any apparent improvement in stability or features.",,,
577,XX,B002HWRJY4,2,5,6,2-Apr-10,A22PE6PCTSSGG2,It's going back,"In short, if you're just someone that's a little afraid of technology, and you just want a router to get online, do basic networking and play mafiawars and browse myspace all day, this router is great for you.More than likely, if you are forking over the money for this router, you have higher needs and expectations, which this router doesn't meet.  My experiences are as follows...I wanted to upgrade my old linksys router (wrt54g) to something a little bit more on par with todays technology.  With our new HP Home Mediaserver (EX495) serving out our files, our 2 laptops, 2 desktops, 2 PS3's, 1 Xbox, and our slew of Netflix junkies, we especially needed something with gigabit speeds for all the internal network trafic that was going on.Guest Network.  First I was a bit suprised when I saw this, and I thought it would be a great idea for our next door neighbor that we share our network with for a small monthly fee.  Simply pop her on it, and not have to worry about her stumbling on our shared media.  Well the theory was great, but upon enabling the guest network, things stopped working.  With it enabled, anytime we made changes to the router, we had to manually press the 'turn on radio' button on the front of the router because the GUI one wouldn't work.  This would be okay I suppose.... IF it worked.  Any time we turned on the guest network, all of our default networking died so we ended up turning off this feature and pretending like we never found it and got all suprised in the first place.UPNP.  In short, it doesn't work (properly).  Our Mediaserver has an option to program our router for the port forwarding for remote access.  The old router (wrt54g) worked fine.  I manually ended up forwarding the ports and this worked fine.USB Network storage - 'supposedly' it's slow.  I'd tell you myself my experiences but the router waiting to go back to the store so I never got far enough to try this.  I was looking forward to it even if all the other reviews already said it was slow.  Hey, I like to make my own opinions.SLOW GUI - Be prepared to wait approximately 90 seconds every time you change one of the sub menu items and click that dreaded 'apply' button... yes, 1 1/2 minutes!-----------------Speeds/Throughput:  I didn't have any complaints.  It was nice to have the faster internal network speeds while we tested this router (which was for all of about 3 hours while trying to get everything to work properly).Due to the lack of support for WHS / UPNP / Guestnetwork, and having just dropped the bones for this router, I was very unimpressed.  I could have spent &lt;$50 and gotten a router that did everything this one was able to do.  Had this one done what it claimed, I'd have been very satisfied....NOTE: My problems were on both the initial BIOS (V1.0.4.43NA) and on the upgraded latest bios (V1.0.4.55NA)",,,
578,XX,B002HWRJY4,2,1,2,1-Apr-10,A1GWOFMQIP11MB,Insufficient wireless repeater security,"For those looking to use this as a wireless repeater base station with Netgear's own wireless bridges, please note: WPA/WPA2 security is NOT supported, only WEP.  WEP security was compromised and out of date a decade ago; lacking this feature makes the repeater function useless.",,,
593,XX,B002HWRJY4,2,0,0,13-Dec-13,A225R6TM7N72KS,"Works for a while, then dies.","While this router is fairly easy to setup and use, and has some nice features, like guest Wi-Fi network, it does not last long, and after about 18-24 months, the radios and Wi-Fi die, such that you can no longer make connections to the router anymore. There also has been a lot of problems with the firmware releases which cause the router to &#34;brick&#34;. Not worth the money when it just does not last.",,,
610,XX,B002HWRJY4,2,10,15,16-Mar-10,A2337KII3IUZS1,Not ready for the market.,"Based on the strength of the review on [...] and the advertised feature set I ponied up the extra cash for what I thought would be a fantastic piece of networking gear. Unfortunately I found that the execution lagged far behind the promise. Many of the basic features of the router were suggested to be turned off by tech support as a means of fixing the myriad problems many have experienced, features such as UPnP, SPI, and Traffic monitor. Not to mention suggestions that using bit torrent is not a supported use of the router. The firmware was drastically lacking as well with many strange options missing such as being able to turn off the radios as desired.In short the troubles I had were only exacerbated by the support staff who failed to read my submission carefully on multiple occasions. I'm not a networking professional but I have a much higher level of knowledge than the average home user so it is somewhat annoying to be told that my modem is not handing an IP address to the router when I have already provided a depth of information that proves absolutely otherwise.I'll not be buying any netgear products until I get reliable word of mouth recommendations from my acquaintances. I expect much better quality of product for this price and failing that a good customer service experience when things go wrong. On both counts netgear failed me miserably.",,,
615,XX,B002HWRJY4,2,66,76,11-Mar-10,AWJYEDV0H0RXB,"Appears promising, but not ready for prime-time.","As you have no doubt read in other reviews, the firmware on this model is buggy but is progressively getting better.  I am currently able to use the 2.4GHz and 5GHz bands without problems.  I am also able to use the network file server feature without problems.My main gripe is that the media server feature does not work currently, and will cause the issue where the router suddenly stops working (but will still respond to ping and appear on the local network).  The only fix when the router freezes like this is to turn it off and on.If you want to read more, type 'NETGEAR WNDR3700 freeze' into your favorite search engine (no quotes) and navigate to the Netgear forums link that is returned.My opinion is that Netgear pushed this router out too fast, and figured the early adopter's testing would be enough for them to work out all the issues.  If that is the case, they were wrong this time.",,,
617,XX,B002HWRJY4,2,2,2,10-Mar-10,A1QIISTDIQ92WI,"Very Impressive Quick Look, but died after a year.","I just replaced my Linksys WRT600N this morning.  Before the swap, I did an internet speed test on all three of my computers (desktop on a 1GB Cat 5E line, laptop using 2.4 GHz N, and TouchSmart All-in-One on a 2.4 GHz N).  I was getting about 7 Mbs on the desktop and 5 Mbs on the wireless devices.  Immediately after the router swap I ran the tests again and had over 10 Mbs on all three (50% improvement on the desk top and 100% improvement on the wireless devices).  I also used to get intermittent Netflix HD quality streaming over my LG BD Player (wired), but the first (and only so far) time I tried it with the new router it went right to HD.  So far it looks like the best $150 I've spent in a while.The setup disk didn't like my 64 bit Win 7 Home, but the manual set up was straight forward (I guess I could have tried the 32 bit emulation mode, but didn't think of it in time).UPDATE:After a year, I started having intermittent network issues that would usually clear up if I rebooted the router.  I finally replaced it with an older Linksys WRT320N that I had, and all of my network issues disappeared.  I'm now getting 20+ Mbs downlink, and the VERY annoying stuttering that I was constantly getting when streaming recorded TV from my WHS to my HP Media Center Extender is completely gone.  I'll miss having the dual band N capability, but being able to use my WHS/MCE setup the way I had intended is so sweet!  Hopefully the WRT320N will last a while, but when it dies, I'll be getting whatever Linksys's state of the art router is.",,,
627,XX,B002HWRJY4,2,2,5,25-Feb-10,A3PG1Y0XEGNIDX,It worked.  But...It was a bandwidth bottleneck.,"I purchased this router to upgrade from my old Linksys 54G.  I wanted to step up to N, finally, and thought all the extra bells and whistles would be great.  It seems they come at a cost.  I had the cable guy out to make sure I was getting a strong signal to my cable modem.  After a few splitters were removed from my coax [...] was reporting 20+ Mps download rates.  I installed the RangeMax and re-ran the speedtest.  I got 5Mps?!  I tried turning off all but the essential features on the rangemax.  Still 5Mps?!  So I hooked the linksys back up, and back to 20+.  So I returned the Rangemax.  I've, since, installed an Apple Airport Extreme Base Station.  It's got all the features of the RangeMax, is easier to configure, and just works, back to 20+!",,,
634,XX,B002HWRJY4,2,4,7,16-Feb-10,A1COAIUP74SJ5T,No Port Redirection... do not buy,"Port Redirection is missing on this expensive router, so I recommend you do not buyVerizon blocks my port 80, and I use 81 to get to my camera, and this router DOES not support Port Redirection at all.see the following at the forum on this topic:[...].",,,
645,XX,B002HWRJY4,2,1,5,4-Feb-10,A14JY50O0ZVUBS,Not Good,"I had the WNR2000 and I wanted to upgrade to this POS hoping to get a better reception for my X Box wireless connection which I use for HD Streaming. My WNR 2000 was giving me Moderate Signal around 50-70% and this unit gave poor reception in the range of 20-40%. I tried just about everything, including updating the latest firmware, but still no luck with signal improvement. It is going back to store tomorrow. Not worth the money.",,,
668,XX,B002HWRJY4,2,4,9,13-Jan-10,A2Y2ABB8QZMWAB,"Poor Performance, Buggy software","Poor performance. Buggy Software.I gave it a rating of 2 stars because of its fast connection speed within a short range. Anyone having a simple system with all computers within a close vicinity and needing the 5ghz mode would be happy. Anyone else: Beware.I have had a D-Link DI-624 router which has performed well for 5 years. I expected that newer wireless routers with the latest technology should show a big improvement. As a result I decided to upgrade and ended up purchasing the NETGEAR WNDR-3700 router because of its advertised features, recent release, and that it had dual mode capability of both 2.4 and 5GHz to allow streaming video.  Bad mistake.The 2.4 and 5 GHZ modes perform very well in Wireless N and Wireless A but only within a short distance of about 20 feet.  Beyond 25 feet, like in a bedroom, the 5GHZ signal drastically dropped to less than 33 Mbps and often disconnected making that mode useless.  NETGEAR touts the 5GHZ mode for streaming video but you can forget about that unless you are in the same room as the router or an adjacent room.Switching to the 2.4GHZ mode, at the same distance increased the signal but only to 54Mbps, which is the same as with my old D-Link router.  Tech Support finger pointed to my computer (it's never their product) but I have three late model computers, two running Vista, and they all received the same signal strength. Perhaps the poor performance is due to NetGear using internal antennas.  The manufacturer claims internal antennas do not impact signal performance but as an Electrical Engineer I know it does. The main reason, not mentioned, is manufacturing cost as everything including antennas can be placed on one circuit board rather than using discrete wiring and external antennas.  Even these limitations would have been tolerable (since it is fast at close range) if it were not for other problems listed below.NETGEAR advertises a super fast processor but it appears to have no effect. The router takes a minute or more to reboot and reboots for every configuration change. My five year old DLink reboots in less than 20 seconds and it can accept multiple configuration changes before it reboots.For initial setup the so called Smart Wizard Setup program automatically walks you through the setup, connecting the router to the Internet. It is so easy that anyone without any computer or network knowledge should have no difficulty.  It is so basic that there is  a separate screen for each cable connection. But It also gives an option, for persons with some computer knowledge,  to bypass the basic steps.  Even though I have network experience I opted for the basic setup so as not to accidentally miss anything.  During the setup the program asked if this were to be a new installation, or a replacement for an existing router. I checked: Existing router, assuming that it would copy the DHCP IP settings from the old router. But it did not. Instead it issued completely new configuration settings as if the old router never existed.  This caused problems since all D-Link and other routers use IP settings of 0 instead of a 1.  IE: 192.168.0.1 instead of 192.168.1.1. This caused the assigned IP's of all client devices to change. Video cameras which had static IP's could no longer be accessed.  Manually setting the router IP to 192.168.0.1 and entering static IP addresses for the Video Cameras allowed these devices to again function.  No mention of this was made in the documentation.  The documentation stated that fixed IP address for client devices may be entered into the Address Reservation block and the router would then assign those fixed addresses to the various devices.  This did not work. The router continued to randomly assign DHCP addresses and ignored the fixed addresses that had been entered. Therefore direct or remote access of devices, using a browser such as Firefox or Internet Explorer, could not be done as the addresses would change each time a device or the router was rebooted. Remote access of Video Cameras could not be accomplished as one would not know the correct IP to enter.Incomplete Wireless Security modes were another problem. WEP is supposed to have both an Open and Shared option. Only the Shared mode was allowed by the software. Therefore devices which require an Open key had to have the pass phrase entered each time the system was booted.  WPA-PSK mode is supposed to have both a TKIP and AES option. However the NETGEAR router only allowed a TKIP option. Devices which used the AES option could not be accessed.  WPA-PSK mode is supposed to be backward compatible with WEP in order to allow legacy devices, which only used WEP, to access the system.  No backward compatibility existed with this router. Therefore Video cameras could not be accessed.One of the features advertised by NETGEAR is a Push to Connect feature. A special button and indicator light is present on the router. NETGEAR states in their advertising, that pushing this button would automatically connect all client devices.  Only in the documentation is it stated that client devices must have special software (not included) to make this happen. Acquiring and installing the software for each client computer is much more difficult than simply booting each client computer and clicking Connect when the Connection to Network message pops up.A minor annoyance is the extremely bright amber lights supplying almost useless information.  Who cares if a wired LAN connection is operating at 1GHZ or 100 Mhz.  Add those 4 lights, if there are 4 LAN connections, then add other functioning lights for power, 2.4ghz, 5ghz, Internet, USB  and the unit lights up like a Christmas tree. Plus the lights are constantly blinking whenever there is any activity and there is no way to dim the lights.This NETGEAR WNDR 3700 router was returned as defective for poor performance, weak signal connection, and buggy software.  Apparently the device was rushed to market with inadequate testing.Bottom Line:  Save your money. A $40 router with external antennas should work better.",,,
694,XX,B002HWRJY4,2,17,22,9-Dec-09,A18CGF6OR2ZYGW,"Nice features, but performance poor - no useful range.","Our cable comes into the house on one side, but the kids and family computers are on the other side and depend on wireless.  Over the years, we have had a few routers, all with mostly good but not perfect wireless performance.  Our current Linksys has been the most dependable for 2 years, gving us better than 95% connect time on the other side of the house.  It is that other 5% down time that prompted a purchase of this new router.The features are wonderful in principle.  The ability to set up guest networks, detailed permissions, and plug in a USB storage device are terrific.  Basic performance over a direct ethernet cable was as expected.  Laptops and wireless connected just fine when they were in the same room as the router.  The problem was that outside of the same room, performance degraded quickly.  For the desktop computers on the other side of the house, about 40 feet away, there was NO connection to the internet - period.Calls to Netgear tech support did not help.  The support tech was polite but only read through typical boilerplate screens and was not useful.  The bottom line from the support guy was that if a laptop nearby could connect, then the router was working properly.  I even ordered new dual band Netgear adapters to replace the current Linksys adapters on the other machines, but that did not solve the problem.  The bottom line was that using any other combination of computers, routers, adapters, and positioning of the devices resulted in our typical 1-2 bar signal strength with a positive internet connection.  But when the Netgear WNDR3700 router was used to deliver the signals, no go.With my current router, I have a connection which is on 95% of the time, and usually easy to restore by fiddling with antennas or restarting the router.  I had hoped that the new Netgear router would give me a 100% dependable connection.  Instead, it gave me an unfixable zero percent connection for anything more than 30 feet away.  Depending on the size and shape of your house and where the router will sit in relationship to the computers may make the difference for you whether the device performs or not.If you will have your computers all connected by ethernet cable, or if you will be using a laptop in the same room, then this may a good item to get, for the variety of features.  But if you are going to depend on wide area coverage, this looks like a dud.  The price is quite high compared to other routers, presumably because it is a newer model with many features, but it is of no value if it cannot connect.I have no idea if my particular unit was defective or if this is a generic fault in this model.  It has gotten many nice reviews here, so perhaps my unit was bad, or perhaps everyone else has a better house geometry.  In the end, tech support was useless, and so was the router for my rather humble needs, so I returned it.  Because it was sold by Buy.com, not in-house by Amazon, the return had to be handled by Buy.com, but all went well.  If you buy it and it works well for you, good!  But if your adapters are 40 feet away and they cannot connect to the internet, don't waste time looking for a fix - just return it and try something else.",,,
722,XX,B002HWRJY4,2,8,12,24-Nov-09,APFNA42QLXVOD,Buggy firmwear makes it useless,"I bought this to replace an aging Netgear WGR614; I use the router as both an internal router for my home LAN (behind a separate router which functions as my firewall) and as a wireless access point.I skipped right past the setup wizard and configured the router to operate like my previous one:  DHCP for internal machines, a static IP connected to the outside world, and a pair of static routes to enable my VPN connection to my office.  It's this last one that causes the two star rating:  the static routing is broken, and it makes most features of my VPN unusable.  Some traffic, like ICMP, makes it through fine; other traffic, like port 139 smb traffic, only makes it partially through.  It took lots of time using Wireshark on several computers to figure out exactly what was wrong, but it's pretty obvious when some TCP packets show up on one side of the router but not the other where things are getting stuck.  A posting to Netgear's forums has gone unanswered, attempts to log it with Netgear support ran into a server error on their web site.  It looks like their software skills could use help in more than one place.Foolishly, I discarded the packaging as soon as I had basic connectivity up and running, so no return for me.  The router is pretty and has lots of nice blinking lights, but it looks like I'm off to the store to get one from a different manufacturer.",,,
750,XX,B002HWRJY4,2,7,16,9-Oct-09,A1XMQY4ABQJMV9,Wish it was perfect,"I got this shipped today. I find everything going fine except the following two- Extremely sensitive power socket, even a little push to the router restarts the router. I find that the DC power socket is defective- The USB based Network storage sounds great, but both the 5G/2.4g wifi chokes and becomes unresponsive when transferring music files from one of the connected devices (like ps3 or a laptop).I am thinking about returning this back to Amazon...not sure how easy that is going to be.",,,
768,XX,B002HWRJY4,2,0,0,26-Nov-13,AKOYBDDBN943,Died after 14 months!,"Mine died barely over a year after having it.  Even before it died, it seemed glitchy and would need to be rebooted every so often.  Not impressed with the performance, or lifespan of this product - will look at other brands when I buy a replacement.",,,
778,XX,B002HWRJY4,2,0,0,25-Nov-13,AQ99FT1BCCM5D,Only Lasted 20 Months,Not going to go with Netgear next time around a 1 year warranty is abysmal.  While it lasted it was decent.,,,
780,XX,B002HWRJY4,2,0,0,23-Nov-13,A2LM6V7DY9T4CL,Purchased in 2010. Dead in 2013.,"This WNDR3700 wifi router worked well for 2 years. Then it started to lose the wifi connection to the Internet, requiring me to power down and restart the wifi router once every few months. Finally, today, 3 years after purchase it simply has failed to establish wifi access to the Internet despite multiple reboots of modem and router. The Motorola cable modem purchased 3 years ago at the same time, continues to work reliably.I notice that since my original purchase, this router has amassed 1381 amazon reviews, 660 five stars, 330 one star.  That is a troubling distribution of ratings.After researching current options, I replaced this with the 2013 Apple AirPort Extreme.  The setup took 5 min using an IPad.  Quality of experience is no comparison. The $199 price of the apple router is a bargain, compared to the $149 I paid for this Netgear unit in 2010.",,,
835,XX,B002HWRJY4,2,0,0,13-Nov-13,A37IHYLZ7S2I0J,Former Netgear Customer,"I am sorry I did not listen to the poor reviews of this router.  My router constantly looses connection, and I have to reset it.  This happens once a day on average.  I have tried loading different versions of the firmware and it still has problems.  I am going to take a loss and buy another brand.  Besides the loss of connection problems the router works normally.",,,
856,XX,B002HWRJY4,2,0,0,5-Nov-13,A1DMX22HB049GX,SLOW Wired connection,"SLOW Wired connection.  Reset reboot retried everything, returning. Forums abound with same issue.  Wireless is great, no problem at all. Great range, but any ethernet connection and it's dial up days speed.",,,
906,XX,B002HWRJY4,2,0,0,20-Oct-13,A18O3O62DB5QCU,"Worked great for over a year, now the wifi system fails sproradically.","Set up was relatively straight forward for this type of product, and I had it configured for home and guest wifi networks soon enough.It has worked quite well and required zero management for over a year.However, in the past 2 months, the wifi functionality on the router has been becomming very unreliable... but only with some devices, which is the odd part.I have made no changes to the configuration and rebooted the router as well, but the issues continue.Wired functionality continues to work just fine.  No new wireless equipment in the house either, that I could attribute the flakey behavior to either.Its a WNDR3700 V2.Symptoms: what I noticed most/first was that wireless connectivity from my iOS devices (iPhone, iPad) to only certain hardwired devices, stopped working.  So connecting from my iPhone via wifi to the network wired xlink print device that lets me print to my hard wired networked laser printer would stop working.  Using the browswer on the iphone I could got the built in website of the 3700 router.. though it loaded slowly, but the iPhone could not bring up the website on the laser printer.  From a hardwired PC, I could bring up the website of the laser printer just fine.  So something about that connection and/or protocol from the iOS device to the laser printer was not working.  Using the iPhone to tell the 3700 (via its website) to reboot worked well, and after the reboot, I could see the printer again (and recall I could always see the printer from hardwired computers.. so the printer isn't the problem).  Then after several days the connectivity would go down again. I could see the internet but not my printer (from my iOS devices).First I figured, this may be something pecuilar to iOS WiFi and the 3700, as even the wifi connectivity to my MacMini would similary become unavailable, but I soon discovered the network connectivity from my Nest wifi thermostat also lost wifi connectivity.  Thats not an apple product.So the wireless connectivity between some devices went away, very strange.  I could always connect wifi from the iPhone to the router, and have it reset, and then things worked again, but eventually, now almost once a day, I need to reset the router.I've got to think its something that went bad on the hardware that some specific type of wifi feature set fails after some time.  Quite shame,as the router seems to be pretty decent otherwise.",,,
984,XX,B002HWRJY4,2,0,0,28-Sep-13,A34SG3LGJCMSWS,Good Router when it worked,"Let me start off by saying I have had 4 other Netgear routers.  This is the only one that did not last.  I had mine for 54 weeks before it would not keep the internet up.  It looks nice and has good features.  I am not happy that it failed right after the warranty expired.  I tried everything to get it to work.  I updated firmware, tried static addressing, the works.  I feel like I wasted my money on this thing.  I would think it reasonable to think it should last at least 3 years before it conked out but a year is an embarrassment.",,,
1016,XX,B002HWRJY4,2,0,0,17-Sep-13,AKWKQOY3JIPDM,Cost Too High For Such Short Lifespan,"The router didn't perform poorly for me. It produced a strong signal and the dual band stuff worked great. Was able to stream Netflix and play games without any issue. The performance wasn't any better or worse from cheap $30 routers I've used. Not a knock on them, just that I didn't get some unique experience. I do find their control panel to be atrocious. It's slow, clunky, and times out frequently.My biggest gripe however is with the lifespan. Just around 18 months. Sure routers die out, but considering this was one of their high end options and at a cost of just under $100, I expected a little more use. Now I'm not a heavy user, so it's not like it was being taxed too hard. And reading other reviews it seems like this is a common problem. Perhaps it's a design flaw or maybe they just went cheap with materials. But you definitely should get more than 18 months out of a router of that price.If you're going to buy Netgear for home use, my suggestion is to stick to their cheaper models. At least when they die out, you're only out $30. If you're looking for high performance, Asus makes a nice one for a bit more and D-Link has a solid dual band router in the DIR-868L. This router gets 2 stars because it did work for awhile although was nothing special and died too soon.",,,
1082,XX,B002HWRJY4,2,0,0,20-Aug-13,A1Z6QDHH7C7YFX,Dual band will not work for long...,"After 2.5 years of use, all of my devices that use 2.4 GHz (Internet Radio, Roku, older laptops, wireless printer, etc.) connectivity is unreliable = from full full bars to 1-2 bars and most of the time signal just disappears. I did not make any changes to the router or my network setup. However, there are no issues with 5 GHz.I confirmed that the issue is hardware after reading numerous forums (including NETGEAR's) and testing numerous firmware versions (and configuration settings).I upgraded my Linksys Wireless G after 6 years of use with absolutely no issues. I expected that this will be better and more reliable considering the price that I paid for it.Do you research before buying this product. Query 'wndr3700 2.4 not working' and you will see.",,,
1158,XX,B002HWRJY4,2,0,1,14-Jul-13,A3YCCMMGAAQSR,had to return,"Never did figure out what was wrong, but one of my laptops would not see either band, another would only see the 2.4 GHz and a PC would only see the 2.4GHz. A 3rd laptop saw both but the 5GHz was always such a weak signal it dropped constantly. Tried them in the same room as the router so it was not walls causing the problem. Apart from the hassle of ordering, testing and repackaging, my account was credited instantly so no complaints there.",,,
1195,XX,B002HWRJY4,2,0,1,10-Jul-13,AXA7L7Y75R34A,Too much Hassle,"Here, I thought I was moving up from an cheap $20 Ativa to this nearly $100 Netgear. All it did was tied me up all afternoon and nearly killed one of my newest Samsung laptops. Why can't it be plug and play in this day and age? Now, I put it all back in the box and am using the el cheapo.",,,
