Count,NewDate,Model,Rating,HelpfulYes,Helpfultotal,Date,UserID,Title,Review,
209,XX,B005O55U2Y,4,0,0,9-Jul-13,AK8SI0XFYFTW1,Very versatile printer but with a few concerns,"I bought this printer to replace my (now broken) networked Canon laser all-in-one. It is noisier than the Canon and the text quality is less sharp (which is typical of most ink jets). However, the included software is very user friendly and easy to install and set up. Plus, being able to fax, scan, and print double-sided color copies is, of course very useful.I connected this printer with an ethernet cable to my wireless router, and now can access it from any of my PCs or my MacBook Pro or MacMini computers. The installation software makes all these networked connections easily and correctly.I like all the diagnostic tests that are included (e.g. fax setup report, ink supply, fax history, etc.).I do have one issue with the AirPrint feature.  I bought and installed the optional second 250-page paper tray.  When I print from my iPad (4th generation), or my Samsung Galaxy S4, I noticed that it always pulls paper from tray #1.  However, when installing the second tray, HP says to make the default tray #2.  That way, you can put special paper (e.g. photo paper, envelopes, card stock, etc.) in tray #1. So I did the tray configuration as suggested.  When using AirPrint, the printer tried to pull media from tray #1 which contained 4X6 photo paper, so that of course triggered an error (and the printer refused to print some email from my iPad).I will try to figure out how to make AirPrint pull paper from tray #2.I must also mention ink consumption.  The latest Consumer Reports says that this printer is among the worst printers for non-printing ink consumption (i.e. ink used for printer head cleaning and other maintenance functions).  I think this excess consumption can be mitigated by (1) the large size of the ink cartridges and (2) leaving the printer turned on (in sleep mode) all the time.Lastly, I did try printing a few photos.  They turned out pretty good...Which is a great feature of this printer.  I do have a dedicated Canon Pixma Pro-100 photo printer for 'serious'  photo prints, but honestly, the photo prints from the OfficeJet 8600 are very acceptable.",
210,XX,B005O55U2Y,2,3,4,4-Jul-13,A1VPC7FCT2NX6J,NO NO NO -- Don't buy this printer,"I bought this printer to replace a cheap HP all in one printer I have had for five years that has worked fantastically but was having issues due to age and use.  I wanted a more robust printer because I do a lot of printing.  This printer is a joke for the money.  It will not pull the paper through properly to get a straight scan. You have to use the glass tray.  The printing on some pages with lines is obvious that the paper wasn't pulled properly.  The paper tray is flimsy.  I can't get it to print the entire page (footer) without lying to it about the size of paper, whereas it printed fine before on my old cheap printer. I purchased it from Staples and since it has been three weeks, I can't return it so I am stuck with this junk.  I was planning to buy a HP all in one computer, but since I have seen the quality of the printer, I changed my mind and bought a Dell.  What has happened to HP???",
211,XX,B005O55U2Y,3,2,3,30-Jun-13,A2BAQT4GWNJFYN,A great light home office use printer,"We purchased this printer to use in our home office for light duty printing (100 pages/month) and scanning and it has been rock solid as far as printers go.We love the wireless printing and scanning and even moreso, the touch screen on the printer that allows configuration and connection to our secure wireless network without having to run some crazy software on our computer that installs a dozen programs just so you can 'detect and configure' the printer.  The touch screen is amazingly intuitive for performing simple tasks like copying, scanning, and printing photos from an SD card.The auto document feeder was a big selling point for us on this model, but we were sorely disappointed at how poorly it keeps documents aligned; almost every scanned document is skewed a little bit.  Putting inward pressure on the document guides seemed to help about 90% of the time, but was is an unfortunate chore.  Additionally, we were a bit frustrated that the scanner bed cover is not double-hinged, so scanning thick material like a book is awkward and hard to keep square to the glass (it puts pressure on one side of the book, pushing it a bit).We were also a bit disappointed that the printer does not come with a manual feed tray for one-off printing or thicker materials.  This caused cardstock to jam around the main roller.Our last frustration point is with the output tray -- basic 8.5x11 paper needs the extension pulled out which is incredibly flimsy and has a gravity-assisted popup paper stop.  This stop prevents longer material from coming out of the printer, but was disabled by taping down the paper stop.",
212,XX,B005O55U2Y,5,0,0,25-Jun-13,AVD9KJJQPFE6V,Awesome printer,"Very sophisticated printer, wifi and ethernet connections very useful for LAN sharing and getting online info. Cool double sided printing and the inks are fantastic, laser like output.",
213,XX,B005O55U2Y,3,1,1,21-Jun-13,A1CY567S0P7LRG,"Good printing, disappointing scanning",Prints great and is much quieter than an HP I bought several years ago. But the top scanner part will only pull a few pages through before it starts snagging. Have to scan one at a time on the glass to guarantee pages won't get mixed up.,
214,XX,B005O55U2Y,4,1,1,21-Jun-13,A10218SCYUTW9Q,great copier....feeder doesn't always feed the paper straight so thing copy and scan crooked,great copier....feeder doesn't always feed the paper straight so thing copy and scan crooked.You can email to this printer from anywhere and it will print.This e-print stays connected unlike the lower models I have purchased,
215,XX,B005O55U2Y,5,1,1,13-Jun-13,A3LOE51QBFF2L8,Very Nice!!!,"I had the HP Office Jet 6500 Wireless which broke via the black print head going out which is not replaceable.I replaced it with this printer and couldn't be happier.  Love the touch screen!  Love the large paper tray!  I only use it wirelessly, as I did with the old one, but this one was much easier to get set up wirelessly.  Love the newer 950/951 XL cartridges that hold more ink than the XL cartridges the other printer took (920 series).I'm very happy and highly recommend this All-In-One!BTW, this is based on me owning it since November of 2012.  Zero complaints so far and really love it.  Hopefully the print heads last longer than 2 years on this one with daily use, that only lasted 2 years on the other already  mentioned.",
216,XX,B005O55U2Y,5,0,0,13-Jun-13,AIHIP6ZBIOL3A,100% as described and reviewed,"After considerable review opted for this HP model having owned Epson, Canon and an earlier HP before. After a week it seems to perform as described. Fuss- free.",
217,XX,B005O55U2Y,1,29,31,11-Jun-13,A3FN8O97LD96VE,Ink NIGHTMARE!,"We've had this printer for about a year and have liked it very much, up until now.  What changed?Ink.1).  It is impossible for this printer to print in black-ink-only, despite the fact that black-ink-only and high quality grayscale are options you can choose.  Apparently the printer draws ink from the color cartridges as well--with EVERY PRINT--for two reasons, given by an HP representative on their customer support webpage. The first reason is that the ink flow prevents the cartridge from plugging up.  The second reason is to provide a high-quality black print.  So, the entire time you're using it, you're using the much more expensive colored inks, whether you want to or not.  This is supposed to be one of the cheapest printers per page on the market.  Not sure if that's entirely true.2).  This printer WILL NOT PRINT when the color ink cartridges are empty.  WILL NOT.  In fact, if just ONE cartridge is empty you can't.  You can't just keep an empty color cartridge in there and print using just the black ink.  It won't let you.  Not until you replace the color cartridge.  And when does it warn you about this occurring?  WHEN it occurs.  No advanced warning that cartridges are running low.  So there you are, late on a Sunday night, you have a paper due in the morning and you CANNOT print it.  You're screwed.  Thanks, HP.Here's a link to the HP Customer support conversation that was most, hmm, helpful to me in understanding just how deep the crap is that I'm standing in and that HP dishes out.http://h30434.www3.hp.com/t5/Printer-All-in-One-Install-Setup-e-g-Windows-8/do-i-have-to-buy-color-ink-cartridges-HP-Officejet-Pro-8600/td-p/1706711",
218,XX,B005O55U2Y,5,0,0,11-Jun-13,A2I7K6MTSD9EZ1,The Best,"Oh, I just love this machine. I am able to get ride of four pieces of equipment, total declutter of the office. The printing is great but I am especially pleased with the faxing and the ability to connect to my phone and answering system with such ease. Great product!!",
219,XX,B005O55U2Y,5,0,0,7-Jun-13,A2PJ66JS4WD897,Great Printer,"This is a good printer, fax, copier, and e-printer.  I have a laptop in my bedroom and the printer is in the frontroom and it prints fantastic",
220,XX,B005O55U2Y,5,1,1,28-Mar-14,A3MJP4CO8ZTXHG,"excellent, as it was supposed to be","Very high quality durable device, quality and speed is at a satisfying level, good life of Ink cartridge for a normal home use",
221,XX,B005O55U2Y,1,3,3,27-Mar-14,A3KJ34A4RVJ6YH,I got a faulty unit,"I've been using 6500 without any problem but right out of the box, the 8600 is jamming the paper, 4 pages in a row.HP never disappoints me but this time, whoa. I'm going to exchange it and see what happens. I'm very tech savvy so it's not like I don't know what I'm doing. Machines can be defective, period.",
222,XX,B005O55U2Y,5,0,0,27-Mar-14,A2CTQGHFJB9X77,HP Officejet Pro,"It's a great wireless all in one printer, it was a replacement for my Kodak, which I got tired of replacing printheads.",
223,XX,B005O55U2Y,3,0,1,27-Mar-14,A2UK1G9P7BCZIA,For home office it's fine.,"the reason I gave it 3 stars is because it doesn't do what I personally wanted it to do.  I wanted it to print on 110# cardstock. That appears to be too hard for it.  It can print on 80# cardstock. HP had told me it could print on cardstock but the guy couldn't understand the difference between 80# and 110#.  To get it to print on 80# you have to change the printer settings to heavy paper setting.for other home office uses it does the job.  I've printed emails, address labels, conference badges, etc and have had no issues so far with those tasks.",
224,XX,B005O55U2Y,1,3,5,25-Mar-14,A36Z3GV5RADFUM,Use Mac? Do NOT buy HP,"I have used HP stuff for years, reliability has been good, quality satisfactory and easy to buy supplies.  However, I have two fully functional HP all-in-one printers that I can only print to because HP does not develop the drivers for new versions of the Mac operating system effectively eliminating much of the functionality of the printer.Regardless of the quality, reliability, etc., I no longer buy anything from HP.  If the company won't stand behind the products they sell, the hell with them.  (One cannot not help but think how horrified David Packard and William Hewlett would be by the way their company's fabulous reputation is being destroyed by present management.)",
225,XX,B005O55U2Y,5,2,2,25-Mar-14,A4ZM96NRHKJ9G,Best wireless all in one I have used,The printer exceeded my expectations in every way from ease of installation to readily finding supplies this printer has made my home office (not an official business) so much more productive. It sits in the corner and does its job. I can print from email or wherever I am and the print quality in &#34;photo perfect&#34;.,
226,XX,B005O55U2Y,5,2,2,25-Mar-14,A1BXJBPHNYNTS0,"Perfect small office printer, fast and easy to use interface","Exactly as advertised, Fantastic price, quick shipping, This printer is highly recommended, glad I purchased on Amazon, by far the lowest price on the internet for this printer.  As with all inkjets, the cartridge prices are very high",
227,XX,B005O55U2Y,5,1,1,24-Mar-14,A3FJZB96YAUSY5,Exceeds my expectations,"The HP Officejet Pro 8600 exceeds my expectations. It is a little larger than other printers I've had, so make sure it fits the space you have for it, but it has been performing admirably for me. I love the 2-sided printing, and speed of printing!",
228,XX,B005O55U2Y,1,2,2,24-Mar-14,A2GEEROJEBAJDC,"Horrible, Horrible, Horrible","My apologies to the seller for this bad review, but I regret spending my hard-earned money on this printer. I mostly bought it to scan, but the scanner only worked for a few months and has never worked again.  I've spent many, many hours on HP online support, etc., trying different things.  I even spoke to HP phone support and after 3 hours the tech said he was sorry, couldn't figure out the problem.  I was down to being able to only scan 5 pages in a row and now I cannot even scan one page without going in to the HP Scan Doctor program - which, interestingly enough - says there's nothing wrong with the scanner.  I've got this piece of equipment ready for the dumpster as soon as I budget for a new piece of equipment.  I've been an HP customer for decades and this is about the third printer in a row that did not work (yeah, I know, dumb, right?  Well, I have finally gotten the message:  no more HP products.",
229,XX,B005O55U2Y,5,2,2,23-Mar-14,A2Z76CB2AFXOG3,HIGHLY RECOMMENDED !!!!!,"This printer is fast and efficient with more features than expected.Print quality is great and it is easy to send directly to e-mail.I purchased this printer to replace our old HP printer in my home office, mainly due to the fact that the old one was &#34;Not Wireless&#34;. Before buying, I checked with Consumer Reports and found that this was the highest rated &#34;ink jet&#34; combo printer on their website. I found a back-to-school bundle special offered thru Wal-Mart, and with the Site-To-Store option, I picked up the printer in less than a week and saved quite a bit from the Consumer Reports approximate retail selling price. I really like the fact that the printer has automatic 2-sided printing, a separate 4x6 photo tray, is capable of e-print from my phone, document feeder and flat bed scanning/copying, and also individual ink cartridges. The 7520 does take a little time to set up, but will be well worth it.et-up for home use was a bit of a hassle until I decided to start over with the process. Apparently, I'd opened the fold-out control panel too far. Restowing it and reopening it 'fixed' the issue. Since then I've used some of the machine's capacity, including scanning, copying and printing regularly. Used the ePrint process once without a problem. Nice feature if you don't mind leaving your printer on fulltime. Similarly, you can subscribe to free services and receive regular faxes. Haven't had to replace any ink cartridges yet. A quick check says I'm about half full (some might say half empty 8^) on all 4 colors.",
230,XX,B005O55U2Y,5,0,0,7-Jun-13,A3G9D8CLWU11NS,Great reliable printer,One of the best and most reliable printers I have wver owned and has fairly cheap ink. I am looking to buy another one.,
231,XX,B005O55U2Y,5,0,0,7-Jun-13,A1B2QJ3YSVY4U3,"Great AIO Printer""""","&#34; I just want to say that I am going thru a divorce and had to scan, print and fax more papers than I care to say.  It was cheaper for me to buy the machine than to go to kinkos and easier because I am ill with cancer.  I have had no problems at all after much use and the ink levels are still good, unlike previous HP printers.  I highly recommend this product to anyone looking for a good office all in one printer for everyday use!",
232,XX,B005O55U2Y,5,1,2,6-Jun-13,A2AWG3CJ3GWW55,Buying the HP OfficeJet Pro Plus E-All-in-One printer was a good experience for me!,So far I love it. It was easy to setup plugging it into my router. Now my wife's laptop uses it and my PC uses it and both were a snap to setup. It also prints almost as soon as I select a print job unlike my last All-In-One from HP. It is quiet and it is fast. I have also used the double sided copy and 20 some pages plus copied both front and back without a hitch. I have printed color also and it looks great. This is a powerhouse printer for a Mom & Pop office or for your home use. Medium to large offices should go with a much larger version I would think. So far I give this thing a 5 star rating. The one drawback I see is the paper tray. You cannot load glossy paper at the same time you load regular paper. You must load one type or the other and the same goes for envelopes. They have made that process very simple to do so for me that isn't really a drawback but for others it might be.,
233,XX,B005O55U2Y,4,0,0,5-Jun-13,A12178LKMRT9J2,Ok I guess,Appeared to be an older model that sent with lots of nicks and scratches on the box. Works fine however. HP is an excellent brand,
234,XX,B005O55U2Y,2,3,4,4-Jun-13,A8SBBZHUDS5YA,Disconnects every 15 minutes,"The thing all these obviously bought-and-paid-for 5 star reviews refuse to tell you is this: Every 10 minutes this printer goes into sleep mode and, if you 'wake' it back up, it will no longer connect to your wireless router, forcing you to redo the entire wireless setup again to get it to connect. Previous HP models allowed you to disable this sleep feature, but this model only lets you extend the period to 15 minutes, and there's no sign that HP is going to fix this. It turns your otherwise fabulous wireless printer into a massive brick that only works when you connect directly. Don't even get me started on how awful trying to get the software installed was, or how it STILL refuses to work on one on my windows 7 laptops. The only solution is to either print constantly, or write a script that runs in the background of your PC that 'pings' your printer every few minutes, which significantly reduces the lifespan of your printer. Even giving it a static IP bound to it's MAC address in my wireless router settings doesn't fix the issue.I chose this printer because it has a good cost-per-page for black and white pages, but given all the headaches I've had thus far just trying to get it to print it all, HP has lost me as a customer. This is a gigantic piece of garbage and I hope I've saved at least 1 person the pain of having to deal with it.",
235,XX,B005O55U2Y,2,0,0,4-Jun-13,A326SIU0XAQENZ,mediocre printer,I love this printer scanner fax except for one thing - the software must consistently be re-booted as it fails to sustain memory with a computer. This can be very annoying if you do a lot of scanning.,
236,XX,B005O55U2Y,1,6,6,2-Jun-13,A1REKO49FDPD63,Constant paper jams,"Bought this machine to consolidate so we could print from all our devices in the house. After a year of working near flawlessly, the machine started jamming, with no serious paper jamming/crumpling  issues, just jamming mid-print. I have followed every troubleshooting step offered by HP. I have scoured the web in search of a solution. I am stuck essentially with a $200 all-in-one brick. HP screwed up their computer business and now it has done the same to its flagship printer business. I am done with HP. Do not waste your money on this piece of s***",
237,XX,B005O55U2Y,5,0,0,1-Jun-13,A5T3UDW4U65ZV,Work Horse,"Wonderful combination of the four necessary communication actions: copy, scan, print, fax. Printing on both side of the paper is great and automatic document feeder works great.",
238,XX,B005O55U2Y,3,2,3,31-May-13,AX491KSOF9GTX,color catridges needed to print black and white,"the officejet pro 8600 plus works well enough,BUT if your color cartridge set runs out of one color it becomes a real pain.I mostly print black and white and I am really angry that HP is so money hungry that I am forced to buy a new set of colors in order to continue to print B&W when ONE color has run out.If one of your colors runs out it forces you to push an ok to print B&W button EACH TIME ! and now it won't print at all until I replace the color !SHAME ON YOU HP !",
239,XX,B005O55U2Y,1,1,3,30-May-13,A245UI4LRPA6I5,Terrible. Avoid at all costs.,"Since having purchased this item, I have had to reinstall it 6 times. It will work for a day or two, and then suddenly the printer will no longer interact with the computer. It has reached a point now where reinstalling will not resolve the problem. Am currently in the process of returning.Save your time, get another printer instead. I HAD to give this product a single star for Amazon to accept this review.",
240,XX,B005O55U2Y,5,0,2,28-May-13,A1XV495XI1ULYQ,Fantastic Printer for Home Office,"I bought this printer as I frequently work from home.  I needed to print several binders full of color information before a trade show, and also scan a bunch of other documents.  This printer has been great because it's super easy to set up, it prints quickly, the print quality is great for business printing (presentations, spreadsheets, etc), it prints double sided, and it scans double sided.Overall, this is the absolute best home office printer I have ever interacted with and it's surprising to me the quality you can get at home after using only industrial sized office machines for years.  If you need to have a regular printer for every day printing and the occasional large print job, this will be perfect for you.  My large color binders were done in no time last week and looked great, and I think my team was pretty happy with the results.  Also, the cost per page of ink is not too bad.I think this printer is not for you if you print very rarely (go with something cheaper and smaller) or if you have a mini print shop and are printing more than 200 pages daily...  Otherwise, this hits the sweet spot that most home office types and households will really appreciate.",
241,XX,B005O55U2Y,1,2,2,28-May-13,A38HDDT9EPFPUO,Envelope issues,"Jams printing multiple envelopes.Very limited envelope size selection & No custom envelope size option. So no mailmerge for Christmas cards, party invites...can't handle those odd envelope sizes.Photos printed better from my Canon.HP clearly has known about this envelope issue (it is all over the message boards) but has not come up with a solution. That tells me what I need to know about this company. The machine is marketed as a home office all in one machine but it doesn't do envelopes & HP not fixing driver to handle envelopes! This printer is still new but I've wasted well over $300 worth of time trying to print envelopes. I will be selling it second hand & shopping for something other than an HP.",
242,XX,B005O55U2Y,5,0,1,28-May-13,AINCZ8B8IWAG5,GREAT PRODUCT,CAME HIGHLY RATED FROM AMAZON AND I AGREE WITH THAT RATING.LOVE EVERYTHING ABOU IT.BUY IT YOU WON'T BE DISAPPOINTED.BEST PRINTER PURCHASE .,
243,XX,B005O55U2Y,1,3,5,28-May-13,A2DALFBECQH1SO,I've bought my last HP product.,During initial installation this printer gave a leaky cartridge error and would NOT proceed.  I stayed on the phone with HP Support for 1 1/2 hours and couldn't clear the error.  They've got to send me a new print head but want to use Ground shipping which the rep said would take a week to reach me.  I need it Next Day Air but they want ME to pay $17 freight!  It's their product and was bad right out of the box.  Why can't they pay the $17?  I own a small company with a server and 8 Computers and 8 printers. Dell/Canon/Brother - Here I come.,
244,XX,B005O55U2Y,5,0,1,27-May-13,A2RICFVSGZONS3,Does everything I need a printer to do.,"It does what I need a printer to do.  I found not all photo papers work well.  The one that it suggested works great.I have several grandchildren, therefore do use the photo feature quite a bit.  I like the wireless feature.  So farI nocomplaints.",
245,XX,B005O55U2Y,5,0,1,23-May-13,AEYZ5LME5WKC2,Very simple and very nice.,So simple that even a grandpa can use it.  Grandma does too.  Printing is good and photos are very good.,
246,XX,B005O55U2Y,1,5,5,22-May-13,AJEHWK9I34N2Q,HP Officejet Pro 8600 Plus e-All-in-One is DEAD,"The first one 1 received for my office was DEAD ON ARRIVAL! The new one worked but, it eats pages if you try to fax or scan multiple pages from the top feeder. I also have one at home, it also eats pages when trying to fax or copy from the top feeder. It's now completely dead. I've had it for 1 year and 27 days with VERY little use. Tech support spent 35 minutes continually putting me on hold. When I asked to speak with a supervisor, I was put on hold again and the same person came back trying to disguise his voice- really? I called back the sales number and asked for tech support or some other help, was put on hold and the woman who initially answered came back trying to disguise her voice! I can't fathom how this is HP's idea of 'customer service'. I will never buy another product from this company, they have raised the bar for garbage products and service.",
247,XX,B005O55U2Y,5,0,0,21-May-13,ABDACWB0K7LLX,It's everything it was supposed to be,The machine works very well for my purposes.I would say that it is well built and easy to set up.,
248,XX,B005O55U2Y,1,4,6,21-May-13,A20N7L0WW2052B,Broke 4 months out of warranty,"4 months after the warranty ended the printer's display stopped working (all white), which rendered its scanning capabilities useless. A quick google search shows is not at all an unusual problem with this model. HP offered to replace it for 187$, which basically means this was the last HP printer I bought.",
249,XX,B005O55U2Y,5,0,0,21-May-13,A3G4L4HBZGPSQS,GREAT PRINTER,"VERY NICE PRINTER, EASY TO SET UP WIRELESS. COPY VERY GOOD. HAVE ONE AT WORK ALSO GETS USED ALOT, NO TROUBLE SO FAR.",
250,XX,B005O55U2Y,5,0,0,20-May-13,A3QA4MD78RBX9G,love love love,this was a great purchase I use one at home and one at the office.  I have had a lot of printers and this is by far my favorite.,
251,XX,B005O55U2Y,2,9,13,18-May-13,AG5DVIPMXPJ59,Don't waste your time!,"I've used this for about a year and I'm so irritated by this product, I will NEVER buy another HP printer again.  You cannot print ANYTHING if any of the print cartridges are empty!  I've attempted to print in draft mode, black only and I STILL can't print!  The manual has a section for 'how to print with one or more depleted ink cartridges' and all it says is that you must replace them!  Yes, the ink consumption is not bad, probably slightly better than most other printers, but if you are caught on a saturday night and want to print out those movie tickets you purchased online, but don't have a spare yellow lying around, you can't print them!The scanner is set to the lowest resolution possible, and it STILL takes 6 minutes to scan 5 pages! (one side only!)  This is simply NOT acceptable!  The auto feed is fairly limited in the number of pages that can be scanned at one time.  If you have more than 6-8 pages, the document feeder has a tendency to skew the pages and rip the edges as they are fed through.  That's a problem for me.  If I'm taking the (extremely) long time to scan a document, its probably important to me and I don't want it shredded by the time its finished.My boss thought he was doing me a favor when he picked up a newer version of this model for me to use at work.  He was so excited about it, I didn't have the heart to tell him that he'd wasted the money.  These are absolute junk!!  The print quality is standard; not great but not bad either.  The scanning is mediocre for quality and horrible for the time investment.  The ePrint feature is nice when you want to print from your mobile device; however, its not worth the aggravation with the other problems.",
252,XX,B005O55U2Y,4,1,2,17-May-13,A3E9GV2G4ON89O,"Great, but running into some issues.","Overall, I love this printer - it was perfect for me because I had zero room for it on my desk and needed a wireless solution.  I have had the printer for probably a month or so now, maybe 6 weeks and today had my first issue.  Out of nowhere, all the lights on the front panel began flashing (wasn't trying to print anything), and asked for a reboot.  Rebooting just brought me back to the flashing lights, rinse and repeat.  Finally looked for solutions online - found something saying it should be plugged into a wall outlet, not a power strip.  Maybe I missed this in the install instructions, but for whatever reason, that solved the issue.  Hopefully it stays that way, because otherwise, this is a nice little printer.",
253,XX,B005O55U2Y,5,0,1,16-May-13,A17HM1K5LOJOM2,The hp Pro 8600 Plus; It's my choice,"I have owned 6 or 7 hp printers, this one is the best with a large paper tray, consumes less ink is multi function i.e., Fax, email...",
254,XX,B005O55U2Y,1,4,5,16-May-13,AHFYUG0QZ9QRS,"peggy"" was finally helpful""","This is a pretty good machine WHEN it WORKS, because, theoretically, it is quick, and customizable.Unfortunately, it is plagued with bugs and defects, and doesn't work. Others seemed to have had similar experiences...This (nearly $200) machine died after 6 weeks of use. First the phantom paper jam that others talk about. Then, the real paper jam. Then, after enough fiddling with the paper rollers, it started making noise like a freight train in my printer, with rasping, grating, sounds like the teeth on the gears were grinding off!! (They probably were).Then, a whole host of error messages followed.After speaking with 'Peggy' of technical support, who ran me through a redundant set of troubleshooting steps ( so he could document a reason why he was eventually going to replace my printer), and an hour-and-a-half on the phone, some of it while waiting for the HP firmware upgrade, and finally having him listen over the phone to the awful noises coming out of the machine, he told me I would need a replacement.(Duh!!)Then, he told me it would be 11 days until one arrived. Now, mind you, I have a home office, and have no printer/fax/capable machine (stupid me! I should always have a spare in the closet), and that if I had bought the (ridiculously priced) special, 'extended' warranty (note that I am still in the regular warranty period), then it could be expedited-shipped overnight at no cost. But the warranty would have cost me over 70 bucks. So, in order to get the new pone, I had to shell out $37 for overnight delivery. I have 15 days for them to receive (not from when I send it) the old one, or I also get charged for the new machine, even if the return shipping only pays for ground delivery.HP 'support'?If I didn't already have the ink for this machine, I would buy a different brand.Don't bother with this machine!!!",
255,XX,B005O55U2Y,5,0,0,16-May-13,A3RLQKYTXTV3FM,Finally a printer that works with all things Apple!,"Buy it, it simply works! And the iOS app is great... You can scan, fax etc. from your iPad or phone..",
256,XX,B005O55U2Y,1,3,5,15-May-13,AJZU04WCR1DUL,Run Everybody!!!!,"This particular printer has a real flaw that we tried to work around to little avail. It periodically insists on an alignment procedure and then proceeds into an endless stream of error messages. These include, but are not limited to, clearing a phantom paper jam, having a bad print head, bad cartridges, jammed head travel path and on. It's like being on a Punked episode but no one shows up at the end.I have sifted through a raft of people with the same problem in the support groups and a host of HP &#34;Experts&#34;  that want kudos for a list of silly procedures that you have tried endlessly or you wouldn't be there in the first place! In the end we will call Tech Support ,read that as &#34;Peggy&#34; and find a box of appropriate size to bury the beast.",
257,XX,B005O55U2Y,2,1,1,15-May-13,A334OGRMSEH0F8,Could have been great,"The HP OfficeJet Pro 8600 Plus is easy to install in any typical configuration (wired network, wireless network, or USB). The printer sips ink and prints quickly, and I am well pleased with both text and graphics. Print cartridges are fairly priced, and the cost-per-page is comparatively low.I have encountered three issues, however, which detract significantly from my initially positive opinion of the printer:* I have *never* had a problem with paper jams. However, my unit typically has problems picking up photo paper or card stock (both HP-brand, no less). I would think twice about buying this model if you intend to print pictures or homemade greeting cards.* Envelope printing is a train wreck. Just forget it. Even standard #10 business envelopes require such a wide left margin that the printed envelope looks terrible. HP needs to improve its drivers, but that will likely never happen, of course. My solution? I have to keep an old HP DeskJet 6940 connected to use as a dedicated envelope printer. Thanks so much, HP.* If you want to use the printer with Linux, good luck. I have had little success, even with the latest hplip download. It's fine for printing standard 8.5 x 11 pages. Forget scanning, and scan-to-computer isn't even an option. Why do printer manufacturers still have lousy Linux support for these all-in-one printers? How hard can it be? Support your products!",
258,XX,B005O55U2Y,1,6,7,14-May-13,A3FL7KRYO5PMN5,DON'T DO IT! CONSIDER YOURSELF WARNED...,"We've literally been through 3 of these printers. Bought the initial one at Fry's, immediately it did not work. We returned it and got another one. It worked for a few days, then magically, the yellow cartridge ran out! Within a week! We replaced the ink and it happened again within days. We called HP, they sent us a replacement print head. After installing it, the same problem kept occurring. They then sent us a whole new unit (but would not, of course, reimburse the cost of the many ink cartridges we had gone through). New unit arrived, worked for a little while, then ink began to magically run out again (only the yellow). At this point, we would replace the ink, then we finally gave up on the printer and only used it for black/white copying and document printing. A year after having the new unit with minimal usage, we tried to print a picture and magically, the yellow cartridge was once again empty! Even though we hadn't used it. We are now done with HP products forever. This has been a nightmare. 3 printers in a row of the same make/model that don't work. Obviously, there are some serious issues with this model. If you actually own one that works, consider yourself one of the lucky!",
259,XX,B005O55U2Y,2,0,0,13-May-13,A1IJV9VWEN71TE,So disappointed,"I purchased this from Costco this weekend (not Amazon).I'm so disappointed. I have an Etsy shop that I need clear vibrant prints for. I could never sell what comes out of this printer. The colors are very flat/muted/not crisp. I would not even use this for fliers as it is not a professional quality. If HP is going to have a Office printer with color you'd think they would make one that prints professional quality. The B&W printer prints a crisper black. And forget printing photos!!! I tried adjusting the colors in my graphics, I tried adjusting the settings (I even printed on 'best' quality. with his resolution).I gave 2 stars instead of 1 because it is fast and didn't have problems feeding the photo paper.",
260,XX,B005O55U2Y,2,1,1,12-May-13,A2F9J2BA7IGPVM,Will not print custom size paper,This printer and apparently other newer HP printers only allow you to print preset sizes. You can create your own custom size within Word for Mac for instance but the HP print dialog box greys out the custom sizes and does not allow you to print them.  I spent 4 hours looking in HPs forums for an answer then spent an hour on the phone with HP and never got a solution. I later found posts from HP employees saying their printers don't support custom sizes.  What a waste of time.,
261,XX,B005O55U2Y,5,0,0,12-May-13,A37HQ931TDZNO5,HP Officejet 8600,"The printer is very easy to install. I like that the scanner bed allows for legal size paper, and that it has two sizes (regular and XL cartridges). I like to use the XL cartridges so I don't have to change the ink cartridges as often.The only &#34;negative&#34; comment is that the FAX speed dial - which I used a lot - only allows for scrolling thru the list and there is no faster alternative as with the HP 8500, but am getting used to it - so it bothers me less and less",
262,XX,B005O55U2Y,3,1,1,9-May-13,APE5JMRSDJXQB,like my 8500 better....,"my ADF on my 8500 wireless unit went bad, so I made the decision to buy a new all in one instead of paying a technician to come out and fix my ADF on my 8500....I can't believe the differences in the 2 units....1st - the unit I got is chocolate brown which I hate, I could have swore the one in the store was black but mine is not....2nd - I like my 8500 touch screen better because it is larger and it is a nice touchscreen material...I have to use a touchscreen pen with my 8600 in order to print/copy/etc.3rd - my 8500 had a number keypad like on a keyboard that was easy to use for faxing, but the 8600 is touchscreen and a pain to use....4th - the ADF tray on the 8600 is flat, completely parallel with the tray that catches the paper after it feeds through the ADF, the tray on the 8500 was on an angle which made it easy to collect documents after feeding through the ADF5th - the tray that collects the newly printed pages cannot lift up on the 8600, it is fixed, so in order to refill the paper tray, you have to close the top tray and pull the bottom tray out, the 8500 lifted up which was much more convenient....I'm considering writing to HP to see if I can return this one and get my old one fixed, I like the 8500 that much better...the print quality and features of the 8600 are great, my only complaints are the ones listed above which I unfortunately have to deal with on a daily basis!",
